ax,ay,az,gx,gy,gz
-6.1591,-2.1344,6.3637,0.7388,-0.8218,-1.9019
-6.3978,-2.4042,6.2506,0.7059,-0.8401,-1.836
-6.4977,-2.3168,6.5324,0.6813,-0.9027,-1.7696
-5.6818,-2.6441,6.6712,0.6211,-0.9593,-1.6348
-5.1643,-3.4475,6.5731,0.615,-0.9639,-1.5184
-5.0261,-3.6239,6.6634,0.6513,-0.941,-1.4193
-4.876,-3.9308,6.3936,0.7116,-0.9143,-1.099
-5.5609,-4.587,6.1424,0.7617,-0.9699,-0.9285
-5.1123,-5.0596,6.2925,0.8371,-1.0143,-0.7675
-4.9579,-4.5745,6.8213,0.9309,-1.0144,-0.7047
-4.8233,-3.7609,7.4177,0.9777,-0.9927,-0.6303
-4.7928,-3.1496,7.919,0.9498,-0.9658,-0.5309
-4.7127,-3.1663,8.0674,0.8527,-0.9472,-0.4479
-4.666,-3.6335,7.9071,0.7488,-0.9549,-0.307
-4.349,-4.4405,7.5876,0.7493,-0.9135,-0.2346
-4.7952,-4.3376,7.6295,0.8218,-0.867,-0.1794
-4.3986,-4.584,7.5111,0.8653,-0.85,-0.0818
-5.1464,-4.1133,7.4393,0.9644,-0.768,0.0471
-5.5938,-4.3998,7.2467,0.965,-0.7777,0.1226
-6.0156,-4.7821,7.0367,1.0276,-0.8024,0.1803
-6.1125,-4.803,7.124,1.1383,-0.8276,0.1589
-6.2578,-4.4841,7.2604,1.2382,-0.8512,0.1258
-5.543,-3.7549,7.3956,1.3644,-0.8496,0.0183
-6.3338,-4.9119,7.2526,1.3771,-0.8685,0.1218
-5.4359,-3.8495,7.3077,1.4709,-0.8672,0.0488
-5.7069,-3.6688,7.3472,1.5295,-0.8451,0.1352
-6.3924,-3.6365,7.4345,1.6138,-0.8231,0.17
-7.0516,-3.0832,7.3831,1.8684,-0.9203,0.0983
-7.3723,-3.7041,7.0349,2.059,-1.0464,-0.0215
-7.139,-2.1494,7.4841,2.2335,-1.1916,0.0485
-7.0403,-0.7035,7.9214,2.2916,-1.3538,0.036
-6.4355,-0.6688,7.8592,2.258,-1.4837,0.016
-6.4235,-0.6443,7.5906,2.3056,-1.5679,-0.1646
-5.9647,0.4116,7.7976,2.3228,-1.6821,-0.317
-4.1749,-0.6646,7.3735,2.2949,-1.7569,-0.5298
-3.3631,-0.9667,7.3041,2.3863,-1.6955,-0.6935
-3.1878,-1.5021,7.7629,2.48,-1.4692,-0.9174
-2.7476,1.608,7.9561,2.5015,-1.6376,-1.0183
-2.0818,2.004,8.4341,2.502,-1.618,-0.8368
-1.191,2.5161,8.7266,2.4649,-1.637,-0.7611
-0.4361,3.4756,8.9761,2.4548,-1.5864,-0.8165
0.2076,3.4744,9.0526,2.3272,-1.4998,-0.7433
-0.0532,4.1797,9.344,2.1556,-1.4384,-0.661
0.1364,4.8203,9.527,1.9645,-1.3961,-0.6426
0.7699,5.8696,9.7926,1.8143,-1.3087,-0.6351
-0.4552,7.5015,10.3908,1.6592,-1.2413,-0.6024
-0.4463,7.5936,10.3525,1.3069,-1.232,-0.7264
-1.681,10.5643,11.1021,0.865,-1.2699,-0.6701
-1.1886,11.5376,11.3414,-0.2673,-1.5614,-0.7468
-2.1021,12.0185,11.4185,-1.0731,-1.7671,-0.6297
-1.6403,11.7757,11.3785,-1.7327,-1.9416,-0.5904
-1.4913,13.9161,12.0239,-2.3495,-2.2448,-0.2944
2.988,11.4598,11.1248,-2.502,-2.4594,0.3294
3.7555,2.0764,5.2116,-2.502,-2.502,1.4242
13.4686,-19.5996,-8.9414,-2.502,-2.2798,1.7009
19.5518,-19.5996,-0.2279,1.2427,-0.2569,-1.4537
14.6596,12.7525,15.4893,2.2347,1.9746,0.679
-19.5996,5.1996,15.3242,0.6092,2.2383,2.3113
-18.1525,11.2648,15.8243,0.7184,0.5528,-1.251
2.7745,-11.4066,7.2197,-0.7862,-0.0124,-0.4082
-0.6299,-2.7523,9.3105,0.3054,0.2001,-0.7703
-3.4469,4.3214,11.1033,0.2803,0.0456,-0.2698
-2.4562,0.6682,10.4776,-0.0805,-0.2101,-0.1352
0.0012,-0.6724,9.8967,-0.0654,-0.245,-0.3274
-0.8148,0.326,10.3609,-0.0083,-0.1248,-0.2197
-1.7683,0.3894,10.4507,0.0399,-0.0555,-0.2289
-2.007,0.4475,10.6636,0.0668,-0.0341,-0.2204
-2.452,0.1077,10.7109,0.1188,-0.0443,-0.2736
-2.2008,0.475,10.9173,0.1506,-0.0643,-0.3289
-1.4931,0.3852,10.9316,0.2295,-0.0794,-0.3593
-0.4295,0.2572,10.7312,0.2634,-0.0642,-0.2364
-0.2022,0.4283,10.5571,0.2858,-0.0539,-0.1164
-0.1896,0.3655,10.3244,0.2916,-0.0328,0.0059
-0.4355,0.2393,10.002,0.2784,-0.0271,0.1241
-1.0953,0.0616,9.8429,0.3056,-0.0187,0.2094
-1.3968,0.271,10.0134,0.3325,-0.004,0.1976
-1.1581,0.7406,10.1264,0.3167,0.006,0.109
-1.544,-0.1149,9.7472,0.25,0.0099,0.0929
-1.4596,0.0401,9.8303,0.2522,-0.0021,0.0651
-1.1605,0.5228,9.8572,0.217,-0.0183,0.0648
-0.6299,-0.0012,9.5916,0.1214,-0.0095,0.1065
-0.7705,0.3649,9.5904,0.1085,0.0298,0.1266
-1.2993,0.3464,9.4516,0.0813,0.0443,0.1363
-1.3836,0.4092,9.3852,0.0857,0.0348,0.0996
-1.3214,0.4134,9.4433,0.0895,0.0305,0.0485
-1.3507,0.3386,9.5103,0.0922,0.0228,0.0208
-1.2203,0.4217,9.5988,0.1079,0.0194,-0.0181
-1.2317,0.4768,9.7573,0.1054,0.0146,-0.0208
-1.2933,0.3924,9.8536,0.1106,0.0072,-0.0307
-1.2473,0.5222,9.9918,0.1097,0.0038,-0.0309
-1.4405,0.4211,10.0116,0.1103,-0.0021,-0.0083
-1.8514,0.4935,10.3639,0.119,-0.016,0.0108
-1.8203,0.5264,10.5009,0.1241,-0.0292,-0.006
-1.608,0.6371,10.5966,0.1255,-0.0349,-0.0087
-1.5541,0.5749,10.6451,0.1243,-0.0462,-0.0151
-1.6493,0.7226,10.7216,0.1116,-0.0538,0.0006
-1.7468,0.6185,10.6618,0.0989,-0.065,0.0034
-1.8084,0.594,10.6367,0.0884,-0.0783,0.0176
-1.7928,0.719,10.6433,0.0942,-0.1061,-0.0038
-1.5559,0.6185,10.6032,0.0797,-0.1189,0.0066
