ax,ay,az,gx,gy,gz
-9.0365,-3.6347,-2.519,0.3438,0.0304,0.1769
-9.3577,-3.7669,-2.4808,0.3195,0.004,0.1221
-9.1394,-3.481,-2.3384,0.3024,-0.0328,0.0668
-8.1601,-3.5761,-2.2313,0.2835,-0.0177,0.0569
-8.126,-3.5498,-2.269,0.2558,0.0071,0.1271
-8.3527,-4.124,-2.3958,0.2323,0.0393,0.2174
-9.1412,-3.813,-2.4,0.2632,0.0347,0.2369
-8.8122,-3.7478,-2.4479,0.2528,0.0089,0.2626
-9.0078,-3.9745,-2.5298,0.2496,-0.0021,0.2947
-9.3045,-3.9709,-2.5292,0.2755,-0.0219,0.2708
-9.3829,-3.7884,-2.4437,0.2992,-0.051,0.2308
-9.2237,-3.5049,-2.4024,0.2954,-0.0932,0.2052
-9.4678,-3.2112,-2.2851,0.2857,-0.1355,0.1691
-9.3972,-3.3721,-2.3258,0.2438,-0.2397,0.2735
-8.2044,-3.6832,-2.339,0.2155,-0.2486,0.3709
-8.4491,-3.2255,-2.1631,0.2321,-0.2175,0.4389
-8.8624,-2.7601,-2.0824,0.1742,-0.1813,0.4669
-9.2219,-3.2614,-2.2534,0.0826,-0.1749,0.4614
-9.3787,-3.615,-2.3204,0.0699,-0.1849,0.4225
-8.9115,-3.8225,-2.2965,0.0805,-0.1941,0.3396
-8.8911,-3.7908,-2.3468,0.1347,-0.1526,0.3233
-9.5145,-3.0544,-2.2169,0.1545,-0.1461,0.2847
-9.2818,-3.0646,-2.126,0.1077,-0.1688,0.25
-9.2285,-3.5689,-2.2068,0.066,-0.1889,0.2446
-8.6776,-3.0646,-2.0034,0.0349,-0.244,0.1862
-8.8289,-3.146,-1.9573,0.0231,-0.2187,0.1817
-9.0138,-2.9145,-1.8945,0.0087,-0.2055,0.1717
-8.7021,-3.1771,-1.9831,-0.0234,-0.1933,0.1575
-8.7099,-3.3308,-2.013,-0.0196,-0.1769,0.1465
-8.6955,-3.1878,-2.0034,-0.0248,-0.1545,0.1613
-8.9605,-3.2273,-1.9998,-0.0463,-0.1404,0.1627
-8.6554,-3.5821,-2.1511,-0.0447,-0.1403,0.1574
-8.9952,-3.3679,-2.0889,-0.0281,-0.125,0.1575
-9.0969,-3.5384,-2.1649,-0.0274,-0.1201,0.116
-8.7894,-3.3942,-2.1697,-0.0079,-0.1106,0.0522
-8.7763,-3.9882,-2.3689,-0.0209,-0.0949,0.0674
-8.9306,-4.0379,-2.3408,0.0692,-0.088,0.083
-9.2459,-3.1519,-2.1637,0.1257,-0.0922,0.0545
