ax,ay,az,gx,gy,gz
0.8925,-10.2556,-0.5503,0.037,0.074,-0.0473
0.9649,-10.1336,-0.4738,0.0716,0.0647,-0.0415
0.862,-10.0146,-0.3799,0.0959,0.0527,-0.0152
0.6526,-9.9105,-0.3428,0.1122,0.0294,0.0019
0.6191,-9.7603,-0.2477,0.1109,0.0011,0.0143
0.5324,-9.7962,-0.2369,0.1114,-0.0218,0.0407
0.3607,-9.7789,-0.2231,0.1118,-0.0434,0.0554
0.3374,-9.8148,-0.131,0.1162,-0.066,0.0375
0.6227,-9.7502,0.064,0.1316,-0.1115,0.0105
0.6395,-9.7896,0.1161,0.1216,-0.1103,0.0123
0.7627,-9.8345,0.1316,0.1278,-0.1187,0.0317
0.5569,-9.6712,0.1878,0.131,-0.1204,0.0443
0.2925,-9.6395,0.1627,0.1121,-0.1343,0.0511
0.1358,-9.7184,0.1627,0.1027,-0.1733,0.0677
0.0849,-9.7974,0.1035,0.0981,-0.2276,0.0722
0.125,-9.8249,0.0766,0.1155,-0.2943,0.0773
0.1681,-9.5695,0.119,0.1251,-0.3585,0.0957
0.0802,-9.4642,0.198,0.1026,-0.4167,0.1393
0.1149,-9.594,0.1968,0.0775,-0.5402,0.1678
0.3266,-9.3577,0.2943,0.0592,-0.5854,0.1775
0.585,-9.2399,0.3482,0.0331,-0.6116,0.175
0.8249,-9.1765,0.3769,-0.0089,-0.6241,0.1891
1.0738,-9.2596,0.3314,-0.0463,-0.6093,0.1818
1.1659,-9.1651,0.3212,-0.0711,-0.5746,0.1568
1.2897,-8.8409,0.3517,-0.109,-0.5434,0.1219
1.864,-8.4574,0.4403,-0.1772,-0.4908,0.1025
2.1392,-8.4532,0.5031,-0.2847,-0.4229,0.1263
2.3091,-8.1583,0.5821,-0.3806,-0.349,0.1571
2.4377,-7.7498,0.6658,-0.5118,-0.2727,0.2045
2.525,-7.4112,0.6473,-0.798,-0.1259,0.2592
3.0317,-7.1599,0.4594,-0.9652,-0.0247,0.2655
3.2889,-7.7049,0.0963,-1.1918,0.1188,0.3402
4.3364,-8.9043,-0.3942,-1.3168,0.2831,0.3287
5.5089,-9.7304,-1.0373,-1.3633,0.5459,0.3926
5.342,-10.5027,-1.6181,-1.3462,0.8594,0.4779
4.8377,-11.0345,-2.1577,-1.2494,1.1663,0.5183
5.0728,-11.1781,-2.4251,-1.1154,1.4445,0.4888
4.8108,-11.1655,-2.7954,-0.9878,1.7407,0.496
3.923,-11.3282,-3.1238,-0.8527,1.9924,0.5068
4.0014,-11.2917,-3.3924,-0.7015,2.1979,0.4608
2.5184,-11.1972,-3.7238,-0.4488,2.4848,0.4222
3.2106,-11.1488,-3.6832,-0.332,2.502,0.375
4.6857,-11.1224,-3.5988,-0.2153,2.502,0.4239
6.0443,-10.9466,-3.5174,-0.1323,2.502,0.6432
7.4632,-10.611,-3.5228,-0.0652,2.502,0.961
8.5795,-10.5494,-3.8997,-0.0053,2.502,1.3097
8.0279,-10.471,-4.413,0.0556,2.502,1.6113
9.1454,-11.7512,-5.3515,0.1859,2.502,1.7663
10.5835,-13.2915,-6.4792,0.5016,2.502,1.8519
10.7533,-12.8931,-7.6259,0.9275,2.502,1.8897
9.9147,-11.6644,-10.0905,1.6492,2.502,2.0036
8.0088,-11.1182,-11.2104,1.9152,2.502,2.3391
5.8857,-10.2419,-12.4618,2.2261,2.502,2.455
2.7135,-8.8409,-13.3208,2.4497,2.502,2.491
-3.326,-7.7683,-13.608,2.5004,2.502,2.502
-10.7163,-7.017,-12.2471,2.502,2.502,2.4901
-15.2369,-5.7924,-10.2263,2.502,2.502,2.2745
-19.0511,-4.0857,-7.3543,2.502,2.502,2.0788
-19.5996,-3.274,-4.5709,2.2482,2.502,1.8346
-18.1986,-2.6512,-2.1942,1.8116,2.5019,1.5922
-13.0552,-2.476,-0.7735,1.3064,1.744,1.5553
-9.7137,-3.6999,0.0239,0.1923,0.544,1.5042
-7.7862,-6.8118,-0.5599,-0.2026,0.237,1.3444
-5.6441,-9.3841,-1.2664,-0.2792,0.1518,1.0492
-5.7631,-10.6361,-1.7174,-0.1765,0.2284,0.8487
-6.7795,-11.1918,-1.7055,0.0524,0.2353,0.5611
-5.8714,-10.8873,-1.1515,0.3063,0.2026,0.2799
-5.5334,-9.9751,-0.4211,0.4907,0.179,0.1242
-5.7332,-9.2058,0.1657,0.5883,0.1164,0.1024
-5.8576,-8.1978,0.9051,0.5981,0.0019,0.0993
