ax,ay,az,gx,gy,gz
0.2471,-8.9671,-3.545,-0.2219,-0.1264,0.0251
0.1519,-9.0443,-3.5797,-0.2529,-0.1186,-0.0062
0.2124,-9.4379,-3.8022,-0.2663,-0.1234,0.003
0.3673,-9.4869,-3.8704,-0.2565,-0.1303,0.0031
0.3817,-9.6413,-3.9123,-0.2142,-0.1465,0.0154
0.3817,-9.7394,-3.9165,-0.1741,-0.1356,0.0199
0.5366,-9.32,-3.8399,-0.1474,-0.1306,0.0108
0.475,-9.2668,-3.9368,-0.1569,-0.1071,0.0134
0.2357,-9.4642,-3.9595,-0.1712,-0.0954,0.0169
0.5492,-9.6042,-4.0516,-0.1455,-0.0789,-0.0006
0.6329,-9.533,-4.0768,-0.148,-0.0632,0.0208
0.4158,-9.7167,-4.1145,-0.143,-0.0512,0.0296
0.1561,-9.9206,-4.1743,-0.1315,-0.0441,0.0509
0.0042,-9.9876,-4.1731,-0.0941,-0.0576,0.0182
0.3254,-9.8417,-4.1001,-0.0509,-0.0717,-0.0019
0.0574,-9.9631,-3.9332,-0.0629,-0.0474,0.002
0.2417,-9.7663,-3.8997,-0.0646,-0.0352,-0.0373
-0.1167,-10.142,-4.0056,-0.1047,-0.019,-0.0465
-0.2674,-10.6146,-4.1252,-0.123,-0.0373,-0.0677
-0.1819,-10.9932,-4.3334,-0.1193,-0.0587,-0.1222
0.0347,-11.2475,-4.4871,-0.1065,-0.0927,-0.1633
0.5773,-11.196,-4.5529,-0.0871,-0.1139,-0.2036
0.7926,-11.4784,-4.7163,-0.1054,-0.1036,-0.2026
0.676,-12.0239,-4.9561,-0.1226,-0.0929,-0.222
1.0146,-12.7711,-5.2624,-0.1101,-0.0789,-0.2317
1.1569,-13.3472,-5.5328,0.0123,-0.0307,-0.2121
1.2754,-14.808,-6.0867,0.1234,0.0086,-0.1914
1.13,-15.1878,-6.3523,0.2756,0.0585,-0.1822
1.1551,-15.7125,-6.6652,0.4759,0.0903,-0.188
1.0367,-15.6305,-6.8943,0.7165,0.1334,-0.1854
1.1605,-15.4893,-6.9033,0.978,0.1927,-0.1814
0.3266,-14.5567,-6.6353,1.239,0.2707,-0.1901
-0.399,-13.4824,-6.2865,1.4362,0.3083,-0.2392
-0.2847,-12.5761,-6.0389,1.5552,0.3085,-0.2932
-0.149,-12.2477,-5.9127,1.6222,0.2917,-0.2884
-0.3793,-11.6794,-5.7649,1.698,0.2848,-0.2663
-0.5252,-11.5137,-5.5567,1.762,0.2344,-0.1972
-0.9619,-12.4505,-5.8032,1.8348,0.201,-0.1426
-0.9206,-12.792,-6.0371,2.0104,0.1559,-0.1522
-0.6951,-12.6413,-6.0425,2.204,0.1038,-0.1597
-0.387,-12.8267,-6.1137,2.3744,0.0394,-0.0885
0.0335,-13.4859,-6.5755,2.4803,-0.0075,0.02
-0.7466,-13.8706,-6.9015,2.502,-0.0541,0.1694
-1.5613,-13.5446,-7.0881,2.502,-0.1584,0.1289
0.0664,-13.7276,-7.1809,2.502,-0.3119,0.153
1.0726,-13.7049,-7.3537,2.502,-0.3694,0.2257
1.1527,-12.8698,-7.3424,2.502,-0.31,0.2737
0.9087,-9.7555,-6.076,2.502,-0.2944,0.2682
1.2395,-8.3492,-5.3061,2.502,-0.2728,0.2787
1.002,-5.8277,-4.0971,2.502,-0.2214,0.2506
0.4552,-3.5934,-2.9234,2.502,-0.151,0.2127
1.1372,-3.4026,-1.9017,2.502,-0.0951,0.2711
1.6086,-4.5763,-1.4907,2.502,0.032,0.2893
0.2536,-3.5396,-0.5432,2.502,0.1969,0.1191
-1.6181,-0.2357,1.3531,2.502,0.3017,-0.2471
