ax,ay,az,gx,gy,gz
-9.4887,-3.408,-0.058,1.5254,0.2744,0.1943
-9.8201,-3.2566,-0.058,1.5766,0.2459,0.1224
-9.1777,-3.3583,-0.0879,1.6318,0.2614,0.213
-9.0951,-2.4975,0.2644,1.6056,0.2663,0.2414
-9.4181,-1.6092,0.6604,1.5161,0.2786,0.2289
-9.7657,-1.7127,0.722,1.3308,0.286,0.2929
-9.5815,-3.3912,0.3129,1.2044,0.2889,0.3018
-10.5512,-3.591,0.2046,1.2679,0.2769,0.2016
-10.1569,-3.3015,0.271,1.3331,0.2512,0.1116
-9.6467,-2.9791,0.3368,1.3466,0.2444,0.0105
-9.4738,-2.8726,0.4229,1.3423,0.2568,-0.0741
-9.5384,-2.6716,0.5336,1.2871,0.2691,-0.1152
-9.2836,-2.8343,0.5832,1.2028,0.2618,-0.1352
-8.5681,-3.4349,0.4277,1.1448,0.2757,-0.0704
-8.7607,-4.5505,0.1896,1.1644,0.3099,-0.0257
-8.5125,-4.2562,0.2602,1.3147,0.3667,-0.1022
-9.3153,-2.851,0.5988,1.387,0.4215,-0.1547
-10.1354,-0.9811,1.1737,1.2681,0.3934,-0.1717
-9.6622,-1.8311,1.1091,0.9802,0.3039,-0.1077
-9.0586,-3.472,0.7836,0.8397,0.2706,-0.0699
-8.2187,-4.6834,0.4481,0.8467,0.286,-0.0381
-7.7946,-4.2826,0.3793,0.9758,0.3678,-0.0532
-8.8558,-3.7047,0.4397,0.9946,0.4397,-0.0064
-8.9677,-4.3621,0.402,1.0018,0.3654,-0.0364
-7.9238,-4.6522,0.2213,1.0961,0.3961,0.0023
-9.0975,-3.9805,0.3003,1.2023,0.452,0.0382
-9.7346,-3.1478,0.4911,1.2427,0.4297,0.0182
-9.2321,-2.2164,0.658,1.1118,0.3552,-0.0202
-8.123,-4.3896,0.0903,0.9893,0.3415,0.1248
-8.8349,-3.8632,0.1017,1.0659,0.3868,0.1304
