ax,ay,az,gx,gy,gz
-9.0245,-3.9075,-1.5984,0.0351,-0.0989,0.0213
-9.0796,-3.9159,-1.6534,0.0427,-0.0966,0.0265
-8.9671,-4.0409,-1.7498,0.0513,-0.0899,-0.0015
-8.9725,-4.4913,-2.0387,0.0825,-0.0786,-0.0257
-8.9384,-4.6175,-2.1739,0.2251,-0.0224,-0.072
-8.744,-4.3866,-1.8592,0.349,-0.0063,-0.2058
-8.3934,-4.0175,-1.8185,0.4026,0.0299,-0.1531
-8.7482,-4.343,-1.8706,0.4123,0.0643,-0.1186
-9.2333,-3.8698,-1.6552,0.4527,0.0334,-0.0651
-8.7021,-3.8512,-1.5667,0.4373,0.0363,0.016
-8.9163,-3.6724,-1.4536,0.4168,0.0276,0.0478
-8.9097,-3.6652,-1.319,0.4078,0.0296,0.0604
-8.8397,-3.1609,-1.3286,0.4188,0.0167,0.0645
-9.1418,-2.7781,-1.0822,0.3643,0.0104,0.1311
-9.0401,-3.2237,-1.3011,0.2941,-0.0042,0.1916
-9.2542,-3.2136,-1.3161,0.2921,-0.0108,0.2088
-9.0156,-2.9342,-1.1647,0.2523,-0.0244,0.2138
-8.951,-3.6443,-1.4608,0.2209,-0.0189,0.1809
-9.6323,-3.5581,-1.3454,0.242,-0.0271,0.1651
-9.4911,-3.1711,-1.2592,0.2308,-0.0691,0.1279
-8.8923,-2.7571,-1.0893,0.1726,-0.0875,0.0835
-8.6865,-2.7984,-0.9511,0.0538,-0.0806,0.0735
-8.5137,-3.9745,-1.4477,-0.0402,-0.0525,0.1004
-8.3611,-5.2839,-2.0674,-0.0202,-0.0316,0.1076
-9.0317,-5.0542,-2.0363,0.1061,-0.0082,0.108
-8.8857,-3.7412,-1.6044,0.1697,-0.0203,0.066
-9.0347,-4.4632,-1.8556,0.1601,-0.0167,0.1042
-9.0437,-4.6463,-1.8461,0.201,-0.0192,0.0996
-8.9276,-4.3334,-1.7755,0.2637,-0.0231,0.0728
-9.2644,-3.9685,-1.5428,0.2908,-0.0182,0.0998
-9.256,-3.4385,-1.3836,0.2695,-0.0428,0.0949
-8.8612,-3.8309,-1.5033,0.2123,-0.056,0.088
-8.2074,-4.9675,-1.9178,0.2142,-0.0505,0.1016
-8.5382,-5.1452,-2.0351,0.3199,-0.0047,0.1425
-8.9067,-4.7043,-1.8467,0.4275,0.0095,0.137
-8.8534,-3.8973,-1.5984,0.4864,0.0203,0.1439
-8.9103,-3.3763,-1.4632,0.411,0.0357,0.1368
-9.2393,-3.2632,-1.392,0.3501,0.0333,0.1315
-8.8032,-3.6915,-1.6134,0.2973,0.026,0.1401
-8.7422,-3.6407,-1.5416,0.3055,0.0429,0.1549
-8.9396,-3.5276,-1.5015,0.3125,0.0613,0.1712
-8.7721,-3.6873,-1.6516,0.3218,0.0784,0.1711
-8.8917,-4.1659,-1.8802,0.3546,0.0923,0.201
-8.9934,-4.2191,-2.0327,0.4351,0.0954,0.2333
-9.119,-4.0283,-1.9388,0.5327,0.0888,0.2923
-9.4953,-3.1519,-1.5757,0.6051,0.088,0.2922
-9.8925,-2.1314,-1.3807,0.5227,0.0423,0.2718
-10.5302,-1.392,-1.0863,0.4642,0.0005,0.269
-10.5422,-1.078,-0.9882,0.351,-0.0839,0.2889
-10.876,-0.3984,-0.8183,0.253,-0.1676,0.3031
-11.6883,1.1073,-0.2716,0.0947,-0.264,0.2751
-12.8871,2.924,0.332,-0.1881,-0.4105,0.2042
-14.9324,4.7515,1.005,-0.613,-0.6454,0.1191
-16.2168,4.4393,1.4644,-1.0111,-0.942,-0.0695
-17.0854,6.7609,1.8808,-1.1542,-1.2914,-0.4058
-18.7466,14.4168,2.9785,-1.6166,-1.6895,-0.7951
-19.0116,19.5709,4.2461,-2.3179,-2.2583,-1.1803
-8.6489,19.5709,-1.9484,-2.502,-2.502,-1.8636
-5.5364,13.9783,-6.7896,-2.502,-2.502,-1.6598
-5.6818,8.6644,-10.5631,-2.502,-2.502,-1.2197
-6.0209,4.3735,-13.0959,-2.502,-2.502,-0.7134
-7.1647,2.5316,-14.4335,-2.502,-2.4961,-0.2492
-8.0243,0.9517,-14.9246,-2.502,-2.4282,0.0491
-7.8156,0.5737,-15.1896,-2.502,-2.28,0.0557
-7.5936,-1.3795,-14.8439,-2.502,-2.0456,-0.0779
-8.1631,-3.0449,-14.7685,-2.502,-1.7581,-0.3673
-8.4491,-4.8257,-14.534,-2.502,-1.4696,-0.7553
-6.8782,-13.541,-14.2319,-2.502,-0.9623,-1.2503
-6.5713,-17.1039,-13.4572,-2.502,-0.7955,-1.3228
-5.2822,-17.6572,-12.0024,-2.502,-0.6829,-1.242
-5.0746,-13.5661,-9.6072,-2.4757,-0.575,-0.948
-5.1374,-10.014,-7.9974,-2.0734,-0.4452,-0.6298
-6.079,-7.8132,-7.1521,-1.7633,-0.2935,-0.4049
-7.5009,-7.8239,-7.0056,-1.5568,-0.1954,-0.2505
-8.3539,-7.0851,-6.7125,-1.3158,-0.1741,-0.219
-8.4568,-6.1747,-6.2764,-1.0783,-0.1743,-0.2821
-7.8736,-5.2499,-5.8175,-0.9169,-0.1684,-0.3415
-7.078,-4.8329,-5.537,-0.7146,-0.0455,-0.399
-7.2843,-4.7474,-5.3779,-0.559,-0.0042,-0.3942
-7.0708,-3.99,-5.0973,-0.4628,0.0485,-0.3332
-7.3825,-3.926,-5.0447,-0.4242,0.1042,-0.299
-8.0967,-4.0558,-5.1631,-0.3682,0.1314,-0.243
-8.9976,-4.0211,-5.0327,-0.268,0.098,-0.1958
-8.6662,-3.5163,-4.663,-0.1738,0.0291,-0.1725
-8.528,-3.1687,-4.4028,-0.1219,-0.0148,-0.1177
-8.6321,-3.21,-4.197,-0.0997,-0.0406,-0.0784
-8.3097,-3.2465,-3.9709,-0.0702,-0.0601,-0.0436
-8.321,-3.1137,-3.7466,-0.0362,-0.0388,-0.0139
-8.4221,-3.058,-3.4116,0.0015,0.014,-0.0195
-8.4568,-2.75,-3.2016,0.0148,0.0348,-0.0122
-8.8205,-2.455,-3.0742,0.0121,0.0516,-0.0055
-9.0479,-2.2762,-3.006,-0.0164,0.0544,-0.0076
-9.1149,-2.1224,-2.939,-0.0573,0.0427,-0.0161
-9.0335,-2.3109,-3.0467,-0.1114,0.0257,0.0049
-9.2746,-2.5328,-3.1663,-0.151,0.0218,0.0406
-9.548,-2.7523,-3.253,-0.1678,0.0031,0.0404
-9.4487,-3.0748,-3.3888,-0.1421,-0.0302,0.038
-9.2836,-3.1813,-3.396,-0.0876,-0.0423,0.0263
-9.4582,-3.1543,-3.3948,0.0629,-0.0695,-0.0299
-8.8768,-2.1147,-2.9456,0.0857,-0.0543,-0.0308
