ax,ay,az,gx,gy,gz
1.5667,-10.2652,0.9422,-2.502,0.1175,-0.2775
-0.1161,-10.1533,0.4792,-2.502,0.0911,-0.3805
1.1611,-10.1306,0.4989,-2.502,-0.0563,-0.4008
2.1571,-8.5968,0.2818,-2.502,-0.0691,-0.5822
1.7055,-7.4722,0.2142,-2.502,-0.0847,-0.5386
2.016,-8.1033,-0.2231,-2.502,-0.1415,-0.429
3.1059,-8.4855,-0.4516,-2.502,-0.1525,-0.4036
2.8421,-8.6871,-0.9314,-2.502,-0.1015,-0.2921
1.7964,-8.8528,-1.209,-2.502,-0.0621,-0.2673
1.5476,-9.1095,-1.7946,-2.502,-0.0736,-0.3309
1.596,-9.2507,-2.2433,-2.502,-0.0846,-0.3985
1.8138,-10.3412,-2.7906,-2.502,-0.107,-0.4386
2.6883,-10.8867,-3.3918,-2.502,-0.1122,-0.4163
2.7721,-12.0784,-3.4881,-2.0617,-0.1074,-0.4048
1.7779,-11.6794,-3.5653,-1.8671,-0.1463,-0.387
3.0425,-11.2851,-3.5169,-1.6685,-0.201,-0.3561
3.5013,-11.4802,-3.5641,-1.5004,-0.203,-0.2314
2.9791,-10.934,-3.4463,-1.3165,-0.175,-0.1244
2.6961,-10.3448,-3.3733,-1.1702,-0.1545,-0.0815
2.4156,-10.1821,-3.3392,-1.0884,-0.1381,-0.0497
2.598,-9.6987,-3.2393,-0.9828,-0.1384,-0.1086
3.0556,-9.4235,-3.0395,-0.9442,-0.1129,-0.0825
3.1944,-9.3721,-3.0706,-0.9325,-0.0726,-0.027
2.8487,-9.4277,-3.0987,-0.9115,-0.0351,-0.0179
2.3007,-9.5976,-3.1938,-0.8606,0.0013,-0.0293
2.2283,-9.8279,-3.3075,-0.816,-0.0213,-0.035
2.6477,-9.6921,-3.1513,-0.7529,-0.0437,-0.0564
2.5394,-9.6497,-3.1825,-0.7196,-0.0515,-0.0147
2.7876,-9.3841,-3.1866,-0.6661,-0.0499,-0.0053
2.6046,-9.2052,-3.1609,-0.6509,-0.0264,0.051
2.4802,-9.4367,-3.2339,-0.6478,-0.0166,0.0983
