ax,ay,az,gx,gy,gz
-9.3685,-2.5962,0.0849,-1.8664,-1.6187,1.6367
-9.9206,-1.9783,0.0413,-2.1439,-1.8039,1.8648
-10.0193,-2.0471,-0.128,-2.4307,-1.9916,2.1108
-10.2054,-2.2056,-0.478,-2.502,-2.1495,2.2967
-10.5583,-2.0429,-0.7795,-2.502,-2.3796,2.4865
-12.1364,-2.9007,-1.7157,-2.502,-2.4735,2.4753
-12.7065,-3.0772,-2.1009,-2.502,-2.5007,2.3466
-12.2674,-2.6082,-1.9597,-2.502,-2.502,2.156
-10.5565,-5.2116,-2.8564,-2.502,-2.502,2.2071
-10.8921,-5.3288,-2.6357,-2.502,-2.502,2.1309
-10.9244,-3.9793,-2.1972,-2.502,-2.502,1.9972
-10.6146,-2.985,-1.8383,-2.502,-2.502,1.859
-10.532,-3.2865,-1.7659,-2.502,-2.502,1.7387
-10.4722,-3.4965,-1.6636,-2.502,-2.4722,1.5479
-10.1886,-3.326,-1.4758,-2.502,-2.4115,1.3409
-9.1771,-3.4463,-1.0235,-2.502,-2.1998,0.928
-8.6925,-2.7829,-0.6724,-2.502,-2.0593,0.7705
-8.5358,-2.8953,-0.4798,-2.502,-1.9267,0.7243
-7.8598,-3.6736,-0.6275,-2.502,-1.8023,0.7164
-7.6211,-5.0171,-0.7962,-2.3947,-1.6291,0.763
-7.9089,-4.8556,-0.6963,-2.1576,-1.4594,0.7437
-8.6644,-4.1743,-0.8883,-1.9329,-1.3182,0.6927
-7.9621,-3.5115,-0.1214,-1.8385,-1.1891,0.6023
-8.4861,-3.5503,-0.1137,-1.7129,-1.0509,0.4588
-8.7541,-3.6173,-0.1089,-1.6862,-0.9281,0.4187
-8.5878,-3.9458,-0.1364,-1.503,-0.7592,0.2262
-8.7667,-3.5563,0.1346,-1.4457,-0.6997,0.2106
-8.2056,-3.8429,0.0963,-1.3806,-0.6329,0.2024
-8.2678,-3.7848,0.1131,-1.2972,-0.5347,0.222
-8.8349,-3.5623,0.1394,-1.2136,-0.4386,0.2211
-9.1442,-3.6215,0.061,-1.1612,-0.3737,0.22
-9.2022,-3.6772,-0.0843,-1.0945,-0.3311,0.19
-8.9282,-3.8614,-0.3434,-1.0375,-0.2852,0.1623
-9.3272,-4.4303,-0.4343,-0.9525,-0.2363,0.0751
-9.6227,-4.0768,-0.2931,-0.8269,-0.1937,0.0453
-9.1609,-4.3555,-0.344,-0.7588,-0.1812,0.0162
-9.2172,-3.3703,-0.0329,-0.5882,-0.0592,0.0224
-9.8931,-3.186,-0.0311,-0.5757,-0.0337,0.0005
-10.1037,-3.3021,-0.1555,-0.578,-0.0378,-0.0063
