ax,ay,az,gx,gy,gz
-2.3013,-6.3781,2.595,2.502,0.0315,-0.8766
0.7262,-8.0483,2.6477,2.502,0.1959,-0.7675
-3.0796,-7.0181,3.1819,2.4454,0.1939,-0.7988
-3.0317,-6.9063,3.2764,2.2671,0.0961,-0.8809
-2.8899,-7.2102,3.0796,2.0181,-0.0488,-0.9956
-1.7833,-9.5246,2.5418,1.8516,-0.1264,-0.9533
-2.5663,-9.5007,2.5609,1.8228,-0.143,-0.8905
-3.2076,-10.1258,2.4897,1.9094,-0.2442,-0.9539
-1.1079,-7.6493,3.2225,2.0814,-0.3459,-1.0725
-1.1725,-7.3944,3.5186,1.9387,-0.3789,-0.9575
-0.6162,-7.7043,3.6263,1.8994,-0.349,-0.973
0.0814,-6.4313,4.0798,1.8376,-0.3008,-0.8783
0.1244,-6.2261,4.3603,1.6383,-0.3513,-0.8024
-1.8389,-5.0608,4.8826,1.57,-0.3277,-0.7543
0.0921,-6.3368,4.4824,1.4129,-0.3185,-0.6439
-0.792,-7.587,3.9846,1.3211,-0.2944,-0.5509
-1.6421,-6.2913,4.1779,1.3332,-0.3164,-0.6011
-0.8273,-6.4911,4.2748,1.2341,-0.3772,-0.5794
-0.2883,-6.256,4.4656,1.1577,-0.3966,-0.5134
-0.5348,-6.2363,4.6086,1.0572,-0.3817,-0.4005
0.1214,-6.8471,4.4112,1.0453,-0.3784,-0.3567
-0.7089,-6.5707,4.5673,1.0388,-0.3881,-0.2867
-0.0909,-6.8177,4.5362,1.1194,-0.3651,-0.1957
0.926,-5.7858,4.9119,1.0715,-0.2854,-0.1371
0.2578,-4.4267,5.2935,0.9042,-0.2406,-0.1558
-0.9386,-6.5079,4.7605,0.7043,-0.2612,-0.1374
-0.1478,-6.2931,4.8784,0.6723,-0.3208,-0.2402
0.8094,-7.9884,4.5787,0.7029,-0.3356,-0.2195
0.2381,-4.2724,5.5771,0.815,-0.2863,-0.2479
1.9178,-5.2044,5.4508,0.5825,-0.2398,-0.0763
1.2473,-5.2965,5.455,0.4433,-0.1578,0.0112
1.1521,-6.186,5.1308,0.329,-0.0934,0.0888
0.7884,-8.7864,4.5458,0.3937,-0.0375,0.1789
0.7346,-7.535,4.7898,0.5474,0.0076,0.1495
-0.2973,-6.9637,4.9573,0.5948,0.0167,0.1742
-0.3631,-5.4353,5.3109,0.6174,-0.0215,0.0842
-0.1693,-4.8048,5.5543,0.5346,-0.0482,0.0673
-0.0335,-6.3386,5.2714,0.4821,-0.0288,0.1799
0.0909,-4.4668,5.7039,0.4372,-0.0247,0.1277
0.4451,-4.6026,5.6572,0.2535,-0.0136,0.11
0.8297,-6.4869,5.278,0.2001,0.0396,0.1212
0.7567,-4.9932,5.6345,0.1578,0.091,0.1253
1.812,-6.4014,5.3342,0.0611,0.1609,0.1843
1.6642,-8.0195,4.9388,0.1029,0.2912,0.3437
0.4122,-2.93,6.2782,0.3116,0.4131,0.3574
-1.9071,-1.5517,6.6915,0.0295,0.4406,0.4539
-4.7557,-0.4857,7.0146,-0.2745,0.3249,0.2719
-1.5823,0.6108,7.2419,-0.6429,0.1177,-0.1835
-0.9159,1.0744,7.209,-1.1433,0.0636,-0.2991
0.5874,-2.2158,5.9827,-1.6022,0.0568,-0.2174
-0.9864,-3.2632,5.2618,-1.7243,0.1065,-0.1426
-2.4927,-0.4283,5.6333,-1.8986,0.0272,-0.2275
-2.2558,2.7045,6.0329,-2.3595,-0.1444,-0.3947
-0.4995,6.3936,6.5186,-2.5,-0.3051,-0.5549
-0.7729,13.7228,6.1519,-2.502,-0.3645,-0.7572
2.4544,19.1964,4.319,-2.502,-0.4672,-0.8961
6.7854,13.1516,-1.4554,-2.502,-0.328,-0.1881
5.5328,0.4241,-7.5559,-2.502,0.0699,0.7499
1.2748,-8.6518,-11.8062,-2.502,0.4859,1.3577
-6.3589,-8.7912,-12.0191,-2.502,0.5501,1.3262
-8.653,-6.1795,-10.919,-2.502,0.2162,0.7175
-3.3691,-4.8826,-11.4515,-2.502,-0.1397,0.1736
-0.7771,-10.3232,-13.0241,-2.502,-0.1491,0.2541
-4.2054,-16.1216,-13.9029,-2.502,-0.0588,0.0253
-7.5876,-12.7184,-12.4475,-2.502,-0.3214,-0.8141
2.1769,-10.8706,-12.0102,-2.502,-0.8974,-1.49
8.2158,-19.5996,-13.7228,-2.502,-0.7486,-0.8587
3.21,-19.5996,-12.9344,-2.502,-0.3347,-0.4757
-0.6897,-12.6772,-10.7318,-2.502,-0.2594,-0.4676
1.6349,-12.6012,-10.9292,-2.502,-0.3416,-0.3077
0.6963,-16.4626,-11.7224,-2.502,-0.307,-0.1185
-0.1065,-15.6844,-11.3013,-2.502,-0.3025,-0.1747
0.3996,-13.8197,-10.6893,-2.2639,-0.3203,-0.1874
-0.7053,-12.6598,-10.2526,-1.9988,-0.3395,-0.1039
-0.7376,-11.6997,-9.8507,-1.781,-0.4107,-0.1115
-1.197,-10.5182,-9.0861,-1.463,-0.5156,-0.1407
0.195,-9.1932,-9.1286,-1.4187,-0.5114,0.0142
-0.1771,-10.3143,-9.417,-1.253,-0.4813,0.1069
-1.2479,-9.0951,-9.2213,-1.0786,-0.5105,0.1375
-0.1113,-8.7733,-9.2291,-1.0423,-0.5679,0.1631
-1.2855,-10.5733,-9.652,-1.0288,-0.6187,0.2696
-1.5015,-10.4943,-9.5868,-0.8575,-0.7184,0.2017
-0.0293,-10.2311,-9.3811,-0.6752,-0.8179,0.116
0.4361,-9.7843,-9.073,-0.5626,-0.8393,0.1342
0.7741,-9.3559,-8.8624,-0.4879,-0.8,0.1809
1.322,-9.9685,-8.9539,-0.3849,-0.7381,0.1996
0.1131,-8.7811,-8.5633,0.005,-0.5135,0.1896
0.2973,-7.989,-8.3169,0.0419,-0.4543,0.1332
-0.0562,-7.8347,-8.2415,0.0267,-0.3973,0.1572
-0.2835,-8.0142,-8.2528,0.0382,-0.3648,0.1369
-0.0634,-8.5825,-8.4341,0.0755,-0.337,0.1574
-0.8022,-8.5412,-8.4233,0.1823,-0.3173,0.1697
