timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,label
1677734272.033166,-8.3,5.1,-2.13,0.05,-0.15,0.01,2
1677734272.0900705,-7.79,4.87,-2.35,0.06,-0.16,0.04,2
1677734272.1234217,-7.79,4.71,-2.3,0.06,-0.11,-0.02,2
1677734272.164031,-8.02,4.96,-2.14,0.05,-0.14,0.06,2
1677734272.2153134,-8.09,4.85,-2.24,0.05,-0.12,-0.03,2
1677734272.240078,-8.0,4.81,-2.31,0.06,-0.15,0.0,2
1677734272.2840471,-7.87,4.71,-2.35,0.08,-0.12,0.02,2
1677734272.3580012,-8.03,5.15,-2.08,0.09,-0.14,0.01,2
1677734272.398844,-7.89,5.05,-2.15,0.06,-0.15,0.03,2
1677734272.447578,-8.01,4.75,-2.37,0.08,-0.15,0.01,2
1677734272.4821286,-8.06,5.29,-2.12,0.07,-0.13,0.0,2
1677734272.5179589,-7.79,4.79,-2.36,0.03,-0.17,0.02,2
1677734272.5739665,-7.85,4.59,-2.48,0.04,-0.13,0.03,2
1677734272.5975175,-8.02,4.74,-2.32,0.09,-0.11,0.0,2
1677734272.6501825,-8.12,5.08,-2.15,0.06,-0.15,0.01,2
1677734272.7080374,-7.81,4.76,-2.38,0.04,-0.15,-0.01,2
1677734272.7337546,-7.92,4.88,-2.31,0.05,-0.14,0.03,2
1677734272.7643602,-8.0,4.78,-2.32,0.06,-0.15,0.02,2
1677734272.812665,-7.97,4.97,-2.35,0.06,-0.14,0.02,2
1677734272.868353,-7.73,4.79,-2.22,0.07,-0.13,0.01,2
1677734272.8995123,-7.98,5.07,-2.16,0.04,-0.09,-0.02,2
1677734272.9410856,-7.76,4.7,-2.32,0.03,-0.1,0.04,2
1677734272.9887238,-7.9,4.57,-2.41,0.03,-0.06,-0.01,2
1677734273.0143757,-7.69,4.58,-2.4,0.09,-0.11,0.06,2
1677734273.0792682,-7.55,4.9,-2.18,0.11,0.0,0.0,2
1677734273.1055326,-7.55,4.72,-2.27,0.14,0.03,-0.02,2
1677734273.1482942,2.33,2.69,-2.18,0.23,1.66,0.86,2
1677734273.1799505,2.84,1.05,-0.69,0.72,3.04,1.16,2
1677734273.2024422,-3.23,2.11,3.36,1.41,4.36,0.95,2
1677734273.2500086,-4.5,-0.55,7.02,2.17,4.36,0.75,2
1677734273.2791817,-6.8,-0.61,9.26,2.73,4.36,0.73,2
1677734273.302305,-17.03,3.59,11.19,3.18,4.36,0.32,2
1677734273.325097,-19.61,9.78,11.8,1.93,2.19,0.22,2
1677734273.3629973,-18.1,9.61,11.52,-0.42,-0.37,0.13,2
1677734273.3885064,-12.93,3.48,10.47,-1.62,-1.84,-0.05,2
1677734273.4485462,-11.21,2.22,9.24,-1.45,-2.4,-0.19,2
1677734273.4754126,-8.6,2.93,7.24,-1.17,-2.99,0.13,2
1677734273.514462,-10.59,4.42,6.4,-1.36,-3.43,-0.05,2
1677734273.5736506,-5.78,1.69,5.13,-1.29,-3.41,-0.18,2
1677734273.631649,-4.47,2.02,3.01,-0.96,-2.62,-0.4,2
1677734273.654527,-4.39,2.49,0.75,-0.52,-1.01,-0.36,2
1677734273.6979246,-6.93,3.14,0.26,0.05,-0.42,0.09,2
1677734273.7234342,-6.43,3.25,0.43,0.07,-0.26,0.07,2
1677734273.7729168,-9.19,4.22,0.84,0.13,0.03,0.07,2
1677734273.7939174,-8.9,3.66,0.75,0.09,-0.1,0.04,2
1677734273.8281248,-8.82,4.2,0.99,0.14,-0.1,0.03,2
1677734273.8480794,-8.65,4.13,0.99,0.12,-0.04,-0.01,2
1677734273.882833,-9.44,4.04,1.01,0.12,-0.13,0.03,2
1677734273.911103,-9.5,4.34,1.23,0.13,-0.2,0.04,2
1677734273.9590812,-8.95,4.17,1.07,0.04,-0.22,-0.03,2
1677734274.0081415,-8.84,4.07,0.82,0.01,-0.15,-0.06,2
1677734274.035247,-8.66,4.33,1.26,0.15,-0.28,0.04,2
1677734274.078627,-8.65,4.02,1.08,0.05,-0.1,-0.06,2
1677734274.126685,-9.03,3.78,0.92,0.06,-0.15,0.01,2
1677734274.1521933,-8.79,4.07,1.17,0.13,-0.11,0.01,2
1677734274.1905713,-9.32,3.94,1.19,0.08,-0.12,0.02,2
1677734274.217525,-9.2,3.73,1.06,0.1,-0.23,0.08,2
1677734274.2588456,-8.88,3.89,0.96,0.13,-0.23,0.05,2
1677734274.2788496,-8.71,4.07,0.94,0.13,-0.2,0.08,2
1677734274.3221784,-8.88,4.08,0.87,0.09,-0.17,0.07,2
1677734274.3413148,-8.88,3.92,0.82,0.07,-0.2,0.05,2
1677734274.3680816,-8.5,3.85,0.74,0.1,-0.18,0.04,2
1677734274.4086676,-8.54,4.0,0.84,0.09,-0.16,0.04,2
1677734274.4414265,-9.11,3.89,0.7,0.03,-0.18,0.01,2
1677734274.4925318,-8.66,3.74,0.6,0.09,-0.19,0.02,2
1677734274.5433495,-8.79,4.09,0.84,0.06,-0.16,0.01,2
1677734274.5750563,-8.93,3.74,0.68,0.05,-0.15,-0.01,2
1677734274.6281512,-8.87,4.01,0.81,0.04,-0.15,-0.07,2
1677734274.6735773,-8.84,3.68,0.85,0.05,-0.14,-0.09,2
1677734425.1764038,-7.5,6.12,1.77,0.09,-0.16,0.04,2
1677734425.2026763,-7.49,6.3,1.81,0.07,-0.13,0.01,2
1677734425.2262688,-7.52,6.12,1.67,0.06,-0.15,0.01,2
1677734425.2508638,-7.5,6.17,1.74,0.08,-0.12,-0.01,2
1677734425.278507,-7.43,6.3,1.8,0.07,-0.14,0.01,2
1677734425.3110375,-7.41,6.3,1.75,0.07,-0.13,0.02,2
1677734425.339307,-7.39,6.15,1.83,0.06,-0.12,0.01,2
1677734425.4081016,-7.6,6.12,1.72,0.04,-0.17,0.01,2
1677734425.431141,-7.11,6.02,1.66,0.08,-0.13,0.01,2
1677734425.4513063,-7.48,6.04,1.73,0.09,-0.14,0.03,2
1677734425.47631,-7.57,6.12,1.79,0.09,-0.16,0.05,2
1677734425.5007172,-7.45,6.08,1.8,0.1,-0.19,0.06,2
1677734425.5228505,-7.36,6.45,1.93,0.1,-0.16,0.03,2
1677734425.546199,-7.42,6.05,1.75,0.05,-0.19,0.06,2
1677734425.5691187,-7.51,6.24,1.73,0.07,-0.14,0.05,2
1677734425.593353,-7.51,6.09,1.7,0.07,-0.14,0.03,2
1677734425.6194158,-7.47,6.09,1.74,0.07,-0.12,0.0,2
1677734425.6449971,-7.55,6.29,1.81,0.06,-0.14,0.01,2
1677734425.7153926,-7.38,5.99,1.7,0.08,-0.14,0.03,2
1677734425.828367,-7.64,6.27,1.85,0.14,-0.12,0.01,2
1677734425.857634,-7.53,6.33,1.91,0.12,-0.14,0.02,2
1677734425.8892312,-7.45,6.37,1.99,0.05,-0.15,0.03,2
1677734425.9163127,-7.65,6.1,1.73,0.05,-0.16,0.03,2
1677734425.9526453,-7.35,5.79,1.67,0.08,-0.16,0.03,2
1677734426.017135,-7.7,6.04,1.72,0.09,-0.18,0.02,2
1677734426.0525274,-7.59,5.8,1.67,0.1,-0.25,0.08,2
1677734426.0744174,0.38,4.68,-0.11,-0.42,-0.61,1.5,2
1677734426.0939252,19.61,-12.79,6.89,3.15,4.36,2.53,2
1677734426.1140754,19.61,-16.66,10.43,4.36,4.36,2.32,2
1677734426.1384494,-7.6,5.31,19.61,4.36,4.36,0.97,2
1677734426.1603258,-16.85,8.81,19.61,4.36,4.36,1.67,2
1677734426.1826074,-19.61,7.15,19.61,4.36,4.36,1.83,2
1677734426.2112055,-19.61,19.61,19.61,2.91,2.59,0.62,2
1677734426.2372918,-5.78,4.05,17.02,-1.88,-2.34,0.34,2
1677734426.322503,1.33,-1.36,15.17,-1.83,-1.47,-0.85,2
1677734426.3486204,-13.34,4.05,11.81,-1.35,-0.85,-0.73,2
1677734426.374324,-4.45,1.48,10.75,-1.99,-3.7,-0.55,2
1677734426.402805,-4.61,2.16,9.5,-1.75,-3.32,-0.7,2
1677734426.431466,-4.11,2.34,8.41,-1.61,-3.07,-0.63,2
1677734426.459984,-5.04,2.73,6.83,-1.29,-2.61,-0.58,2
1677734426.4918673,-3.72,2.93,5.74,-1.09,-2.24,-0.44,2
1677734426.5213933,-3.32,3.63,4.86,-0.78,-1.54,-0.39,2
1677734426.5464702,-5.07,4.47,4.53,-0.68,-1.07,-0.3,2
1677734426.608065,-5.71,3.75,3.79,-0.6,-0.93,-0.17,2
1677734426.6345675,-5.88,4.11,3.57,-0.41,-0.73,-0.13,2
1677734426.658559,-6.99,4.74,3.38,-0.08,-0.42,-0.09,2
1677734426.6897776,-6.91,5.25,3.45,0.01,-0.39,-0.03,2
1677734426.7202015,-7.13,5.63,3.55,-0.02,-0.24,-0.07,2
1677734426.7427518,-7.84,5.34,3.34,-0.02,-0.31,-0.03,2
1677734426.7639432,-7.51,5.36,3.36,-0.04,-0.43,0.01,2
1677734426.7922182,-7.48,5.46,3.42,-0.02,-0.38,-0.01,2
1677734426.812853,-7.56,5.63,3.51,-0.05,-0.34,-0.09,2
1677734426.8402944,-7.49,5.16,3.2,-0.03,-0.29,-0.09,2
1677734426.8677442,-7.35,5.26,3.24,0.04,-0.29,-0.05,2
1677734426.9265995,-7.39,5.62,3.32,0.03,-0.23,-0.07,2
1677734426.9516935,-7.6,5.55,3.31,0.09,-0.21,-0.02,2
1677734426.981813,-7.34,5.35,3.16,0.1,-0.26,0.08,2
1677734427.015617,-7.73,5.64,3.17,0.11,-0.14,0.0,2
1677734427.0457008,-7.58,5.19,3.08,0.14,-0.25,0.08,2
1677734427.0807602,-7.11,5.46,3.13,0.22,-0.28,0.21,2
1677734427.1087844,-7.55,5.77,3.3,0.19,-0.17,0.1,2
1677734427.140521,-8.06,5.95,3.31,0.05,-0.23,0.06,2
1677734427.1684608,-7.51,5.17,3.02,0.13,-0.27,0.14,2
1677734427.2301805,-7.3,5.61,3.14,0.17,-0.22,0.16,2
1677734427.2611327,-7.79,5.29,3.04,0.0,-0.17,-0.04,2
1677734427.298286,-7.61,5.55,3.17,0.06,-0.14,0.05,2
1677734427.3278477,-7.93,5.44,3.1,0.04,-0.07,-0.06,2
1677734427.3522108,-8.05,5.19,3.03,0.04,-0.17,-0.0,2
1677734427.3728054,-7.43,5.22,3.09,0.05,-0.19,0.02,2
1677734427.3957932,-7.69,5.33,2.99,0.08,-0.11,-0.03,2
1677734427.421471,-7.5,5.27,3.03,0.1,-0.17,0.06,2
1677734427.4421597,-7.6,5.31,3.07,0.11,-0.17,0.08,2
1677734427.4659166,-7.52,5.46,3.24,0.12,-0.17,0.09,2
1677734427.5159123,-7.91,5.62,3.27,0.09,-0.15,0.06,2
1677734427.5663438,-8.1,5.36,3.16,0.07,-0.17,0.01,2
1677734427.594251,-7.61,5.09,2.97,0.05,-0.15,-0.01,2
1677734427.6228886,-7.93,5.55,3.09,0.1,-0.15,0.02,2
1677734427.6617782,-7.6,5.17,3.02,0.08,-0.14,0.0,2
1677734427.6946747,-7.64,5.14,2.94,0.08,-0.16,0.02,2
1677734427.7253013,-7.43,5.35,3.04,0.07,-0.12,-0.02,2
1677734427.7666025,-7.84,5.51,3.07,0.08,-0.1,-0.06,2
1677734427.8195107,-7.43,5.24,3.04,0.11,-0.14,0.04,2
1677734427.8517122,-7.54,5.24,2.96,0.05,-0.15,-0.01,2
1677734427.878724,-7.74,5.59,3.11,0.06,-0.12,-0.01,2
1677734427.9126008,-7.72,5.6,3.1,0.01,-0.12,-0.01,2
1677734427.9547503,-7.62,5.25,3.04,0.05,-0.11,-0.02,2
1677734427.9825325,-8.04,5.51,3.1,0.05,-0.15,0.01,2
1677734428.003934,-7.6,5.38,3.11,0.02,-0.14,-0.03,2
1677734428.032234,-7.66,5.28,2.96,0.04,-0.11,-0.04,2
1677734428.0668156,-7.65,5.2,2.94,0.07,-0.1,-0.01,2
1677734428.121595,-7.94,5.49,3.16,0.07,-0.13,0.02,2
1677734428.1482675,-7.88,5.36,3.03,0.08,-0.12,-0.02,2
1677734428.1710064,-7.67,5.68,3.07,0.08,-0.19,0.03,2
1677734428.2001235,-7.48,5.63,3.0,0.04,-0.16,0.02,2
1677734428.2304945,-7.54,5.57,3.0,0.02,-0.14,0.01,2
1677734428.2602634,-7.68,5.43,2.93,0.05,-0.12,-0.01,2
1677734428.288174,-7.73,5.51,3.12,0.07,-0.14,0.01,2
1677734428.3142967,-7.93,5.76,3.21,0.05,-0.17,0.01,2
1676106783.044613,-3.06,1.55,-8.7,0.1,-0.13,-0.04,2
1676106783.0733674,-3.22,1.79,-8.66,0.1,-0.14,-0.04,2
1676106783.1020403,-3.08,1.78,-8.65,0.04,-0.15,0.03,2
1676106783.15738,-3.11,1.26,-8.84,0.02,-0.15,0.06,2
1676106783.1829424,-3.16,1.22,-8.75,0.05,-0.14,0.08,2
1676106783.2064226,-3.32,1.16,-8.77,0.07,-0.14,0.06,2
1676106783.2475646,-2.94,1.29,-8.7,0.1,-0.12,-0.09,2
1676106783.2724378,-2.69,1.55,-8.66,0.1,-0.11,-0.09,2
1676106783.298286,-3.13,1.56,-8.76,0.09,-0.12,0.02,2
1676106783.331361,-3.15,1.34,-8.78,0.1,-0.12,-0.04,2
1676106783.361616,-2.96,1.71,-8.6,0.1,-0.12,-0.03,2
1676106783.3875282,-3.1,1.8,-8.69,0.07,-0.12,0.02,2
1676106783.4509327,-3.12,1.48,-8.83,0.05,-0.11,0.01,2
1676106783.4754274,-3.3,1.41,-8.89,0.07,-0.13,0.03,2
1676106783.5070384,-3.4,1.25,-8.9,0.07,-0.14,0.03,2
1676106783.532693,-3.24,1.53,-8.76,0.08,-0.16,-0.01,2
1676106783.5620167,-2.91,1.61,-8.82,0.06,-0.17,0.04,2
1676106783.586763,-2.99,1.53,-8.78,0.06,-0.17,0.07,2
1676106783.61499,-3.26,1.45,-8.75,0.08,-0.15,0.01,2
1676106783.6558228,-2.91,1.62,-8.72,0.07,-0.17,-0.0,2
1676106783.6821103,-2.88,1.53,-8.73,0.06,-0.13,0.05,2
1676106783.8169625,-3.3,1.55,-8.81,0.08,-0.07,0.02,2
1676106783.837504,-3.44,2.0,-8.66,0.08,-0.1,-0.06,2
1676106783.8690474,-3.03,1.79,-8.71,0.02,-0.11,0.02,2
1676106783.8973136,-3.39,1.59,-8.75,0.04,-0.13,0.07,2
1676106783.9337907,-3.56,1.3,-8.83,0.05,-0.13,0.01,2
1676106783.970494,-3.22,1.58,-8.74,0.05,-0.15,-0.01,2
1676106784.006321,-3.23,1.48,-8.79,0.03,-0.17,0.05,2
1676106784.0812714,-3.18,1.45,-8.77,0.07,-0.13,-0.03,2
1676106784.104699,-2.81,1.36,-8.73,0.06,-0.14,0.05,2
1676106784.1305325,-3.03,1.26,-8.8,0.08,-0.09,-0.02,2
1676106784.1583,-3.01,1.62,-8.65,0.09,-0.12,0.0,2
1676106784.183493,-3.02,1.45,-8.68,0.09,-0.13,0.05,2
1676106784.213228,-3.04,1.39,-8.72,0.12,-0.1,-0.02,2
1676106784.240836,-2.77,1.48,-8.68,0.12,-0.08,-0.04,2
1676106784.265231,-2.55,1.59,-8.67,0.11,-0.05,0.02,2
1676106784.2967176,-2.63,1.03,-8.78,0.11,0.02,0.07,2
1676106784.3534722,-1.82,0.92,-8.6,0.18,0.15,-0.05,2
1676106784.3825765,-1.01,0.84,-8.57,0.24,0.34,-0.06,2
1676106784.4129822,5.7,0.81,-7.35,0.4,1.74,-0.48,2
1676106784.4376376,4.33,0.54,-6.65,0.52,2.65,-0.15,2
1676106784.4609206,3.56,0.71,-3.95,0.73,3.8,0.35,2
1676106784.4874086,4.01,0.17,-2.67,0.73,4.26,0.62,2
1676106784.5136352,2.28,-1.41,-0.61,1.0,4.36,0.77,2
1676106784.5385945,-0.57,-0.88,2.33,1.44,4.36,0.68,2
1676106784.5723605,-1.51,-3.06,5.58,1.8,4.36,1.18,2
1676106784.5966115,-7.95,-0.65,8.6,2.01,4.36,1.82,2
1676106784.6593752,-16.58,4.18,10.6,1.13,4.36,1.85,2
1676106784.6827018,-19.61,1.04,9.05,0.59,4.36,0.89,2
1676106784.7042344,-15.74,1.15,6.57,0.36,2.0,0.32,2
1676106784.729175,-16.31,2.42,6.85,0.5,1.76,0.18,2
1676106784.7531178,-16.74,2.26,6.65,0.26,1.06,0.32,2
1676106784.7756295,-16.0,1.5,6.47,0.03,0.52,0.47,2
1676106784.803413,-19.61,0.91,7.43,-0.03,-1.0,1.1,2
1676106784.833579,-11.44,-2.06,4.82,0.34,-0.61,0.63,2
1676106784.8672075,-10.19,1.98,4.77,0.11,-0.47,-0.41,2
1676106784.9469645,-9.92,0.41,4.16,-0.16,-0.29,-0.69,2
1676106784.9690146,-7.95,-0.02,3.6,-0.2,-0.23,-0.41,2
1676106784.993009,-8.47,0.89,3.8,0.06,-0.17,0.07,2
1676106785.0133274,-8.23,0.8,3.87,0.05,-0.14,0.08,2
1676106785.0378656,-8.69,0.58,3.78,0.05,-0.04,0.07,2
1676106785.0617652,-9.25,0.29,3.9,0.08,-0.13,0.17,2
1676106785.0909157,-9.25,0.28,4.02,0.13,-0.14,0.2,2
1676106785.1171472,-9.34,0.6,4.12,0.13,-0.13,0.13,2
1676106785.1527703,-9.79,0.52,4.23,0.09,-0.15,-0.06,2
1676106785.1783648,-9.08,0.37,3.88,0.05,-0.23,-0.12,2
1676106785.2038434,-8.81,0.55,3.89,0.14,-0.17,-0.02,2
1676106785.2675726,-8.87,0.69,3.9,0.12,-0.15,-0.04,2
1676106785.2993965,-9.0,0.4,3.79,0.04,-0.19,0.02,2
1676106785.356165,-9.07,0.62,3.9,0.1,-0.14,0.08,2
1676106785.3866496,-9.64,0.81,3.98,0.06,-0.16,-0.06,2
1676106785.414298,-8.95,0.75,3.72,0.05,-0.23,-0.07,2
1676106785.4433055,-8.94,0.9,3.76,0.07,-0.2,-0.05,2
1676106785.4719512,-9.11,0.55,3.64,0.03,-0.17,-0.15,2
1676106785.5040956,-9.01,0.72,3.65,0.07,-0.15,-0.01,2
1676106785.5599976,-9.04,0.75,3.66,0.09,-0.18,-0.01,2
1676106785.5888588,-8.77,0.64,3.75,0.01,-0.14,0.01,2
1676106785.6130676,-9.42,0.53,3.8,0.06,-0.15,0.02,2
1676106785.641471,-9.54,0.65,3.7,0.03,-0.2,-0.0,2
1676106785.6651144,-9.16,0.83,3.72,0.04,-0.18,-0.02,2
1676106785.6978714,-9.01,0.85,3.81,0.04,-0.15,0.02,2
1676106785.724404,-9.17,0.86,3.78,0.04,-0.15,-0.03,2
1676106785.752553,-8.77,0.87,3.69,0.04,-0.12,-0.07,2
1676106785.7819116,-8.81,0.74,3.63,0.04,-0.13,0.05,2
1676106785.846376,-9.7,0.66,3.83,0.06,-0.2,0.08,2
1676106785.8802917,-9.43,0.83,3.79,0.05,-0.21,-0.01,2
1676106785.9060354,-9.09,0.7,3.53,0.07,-0.19,0.04,2
1676106785.92875,-9.16,0.78,3.68,0.1,-0.15,-0.01,2
1676106785.9532795,-9.42,0.95,3.7,0.09,-0.16,-0.04,2
1676106785.9832282,-9.0,0.86,3.65,0.07,-0.19,-0.0,2
1676106786.0143845,-9.08,1.01,3.68,0.08,-0.16,0.03,2
1676106786.0508256,-9.07,0.81,3.61,0.08,-0.11,0.02,2
1676106786.082076,-9.34,1.11,3.83,0.07,-0.09,0.03,2
1676106786.1091776,-9.12,1.06,3.85,0.02,-0.11,0.02,2
1676106786.1578314,-9.57,1.35,3.87,-0.08,-0.17,0.05,2
1676107202.379295,2.81,8.99,-1.7,0.05,-0.11,-0.01,3
1676107202.4138489,3.01,9.17,-1.65,0.07,-0.11,-0.02,3
1676107202.4423752,2.88,9.35,-1.53,0.09,-0.11,0.02,3
1676107202.4720492,2.81,9.36,-1.57,0.07,-0.13,-0.0,3
1676107202.49987,2.91,9.13,-1.63,0.04,-0.14,0.02,3
1676107202.5246265,3.09,9.06,-1.82,0.07,-0.14,-0.0,3
1676107202.588596,2.71,9.36,-1.62,0.1,-0.13,-0.02,3
1676107202.648325,2.65,9.38,-1.64,0.08,-0.15,-0.02,3
1676107202.6782565,3.0,9.27,-1.62,0.06,-0.15,-0.02,3
1676107202.7080083,2.99,9.19,-1.65,0.06,-0.16,0.02,3
1676107202.7557237,2.76,9.21,-1.7,0.07,-0.14,0.03,3
1676107202.784346,2.99,9.2,-1.75,0.07,-0.15,-0.02,3
1676107202.8233414,3.07,9.11,-1.71,0.08,-0.13,-0.04,3
1676107202.8540618,3.42,9.09,-1.57,0.06,-0.12,-0.0,3
1676107202.88065,3.41,9.06,-1.64,0.06,-0.12,0.01,3
1676107202.9101412,2.99,9.1,-1.62,0.07,-0.1,0.02,3
1676107202.9448206,2.93,9.23,-1.64,0.08,-0.1,-0.02,3
1676107202.990515,3.02,9.32,-1.61,0.07,-0.11,-0.02,3
1676107203.0353155,3.11,9.2,-1.65,0.07,-0.12,-0.01,3
1676107203.062152,3.04,9.05,-1.67,0.06,-0.12,-0.01,3
1676107203.0882735,3.11,9.1,-1.7,0.07,-0.13,0.0,3
1676107203.16446,3.11,9.15,-1.67,0.09,-0.12,0.01,3
1676107203.1988504,2.86,9.17,-1.65,0.1,-0.14,0.02,3
1676107203.2335794,3.07,9.09,-1.66,0.07,-0.13,-0.01,3
1676107203.2690744,3.11,9.09,-1.63,0.08,-0.16,0.03,3
1676107203.299266,3.22,9.0,-1.73,0.09,-0.16,0.02,3
1676107203.3283794,3.07,9.5,-1.45,0.09,-0.14,-0.01,3
1676107203.357168,3.22,9.31,-1.58,0.06,-0.12,0.03,3
1676107203.3892615,2.94,9.14,-1.66,0.04,-0.14,0.01,3
1676107203.4564252,3.05,9.22,-1.63,0.05,-0.14,0.01,3
1676107203.4871848,3.27,9.01,-1.73,0.06,-0.15,0.02,3
1676107203.5177383,2.89,9.11,-1.61,0.1,-0.15,-0.04,3
1676107203.549033,3.18,9.26,-1.49,0.11,-0.16,-0.03,3
1676107203.578724,3.29,9.27,-1.43,0.05,-0.15,0.03,3
1676107203.6030295,3.28,9.07,-1.67,0.06,-0.15,0.04,3
1676107203.6307185,3.06,9.08,-1.7,0.1,-0.11,0.01,3
1676107203.6614604,2.97,9.1,-1.76,0.11,-0.12,-0.0,3
1676107203.6890504,3.03,9.37,-1.58,0.09,-0.12,-0.0,3
1676107203.7185583,2.95,9.38,-1.5,0.07,-0.12,-0.01,3
1676107203.77796,3.2,9.11,-1.63,0.05,-0.15,0.01,3
1676107203.8045,3.1,9.05,-1.63,0.09,-0.12,0.01,3
1676107203.8311448,3.11,9.13,-1.6,0.08,-0.13,0.02,3
1676107203.857865,2.99,9.16,-1.64,0.09,-0.12,0.03,3
1676107203.915073,2.98,9.22,-1.58,0.07,-0.14,-0.0,3
1676107203.9387283,3.13,9.14,-1.58,0.08,-0.13,-0.01,3
1676107203.9640765,3.12,9.22,-1.63,0.08,-0.11,-0.01,3
1676107203.989272,3.06,9.11,-1.64,0.08,-0.12,0.02,3
1676107204.0147069,3.05,9.28,-1.51,0.09,-0.11,0.0,3
1676107204.054876,3.0,9.21,-1.5,0.08,-0.13,0.01,3
1676107204.0813675,2.98,9.23,-1.5,0.08,-0.15,0.02,3
1676107204.117097,3.19,9.28,-1.58,0.07,-0.14,0.0,3
1676107204.144369,3.12,9.27,-1.53,0.05,-0.15,0.02,3
1676107204.1756098,3.04,9.22,-1.59,0.05,-0.15,0.01,3
1676107204.2033,3.1,9.17,-1.53,0.05,-0.16,0.01,3
1676107204.2266605,3.2,9.21,-1.61,0.05,-0.14,-0.0,3
1676107204.2562046,3.25,9.07,-1.56,0.06,-0.12,-0.0,3
1676107204.2886176,3.02,9.14,-1.63,0.06,-0.15,0.02,3
1676107204.3233397,3.14,9.06,-1.64,0.05,-0.13,0.03,3
1676107204.3682988,2.93,9.1,-1.59,0.06,-0.13,0.0,3
1676107204.403391,3.09,9.14,-1.52,0.08,-0.13,0.01,3
1676107204.4305944,3.25,9.26,-1.44,0.08,-0.16,0.02,3
1676107204.4540136,3.1,9.24,-1.59,0.05,-0.14,0.04,3
1676107204.4930108,3.06,9.17,-1.7,0.06,-0.12,0.02,3
1676107204.5243747,2.92,9.23,-1.66,0.05,-0.12,0.0,3
1676107204.5563529,3.09,9.16,-1.52,0.05,-0.14,0.01,3
1676107204.5831745,3.27,9.1,-1.57,0.04,-0.13,0.01,3
1676107204.6115258,3.08,8.79,-1.65,0.06,-0.12,0.03,3
1676107204.637807,3.17,8.92,-1.73,0.09,-0.12,0.02,3
1676107204.668854,2.84,9.3,-1.48,0.11,-0.12,0.03,3
1676107204.714182,3.03,9.31,-1.53,0.08,-0.15,0.03,3
1676107204.7433355,2.91,9.15,-1.51,0.07,-0.16,0.02,3
1676107204.7724402,3.21,9.19,-1.6,0.09,-0.15,-0.0,3
1676107204.801634,3.3,9.39,-1.53,0.09,-0.14,-0.01,3
1676107204.834645,3.18,9.34,-1.54,0.06,-0.15,0.04,3
1676107204.8720307,3.03,9.11,-1.61,0.06,-0.14,0.01,3
1676107204.9011922,3.09,9.22,-1.64,0.07,-0.12,0.0,3
1676107204.974117,3.11,9.07,-1.53,0.07,-0.14,0.02,3
1676107205.0038996,3.15,9.05,-1.62,0.07,-0.13,-0.0,3
1676107205.0358117,2.89,9.35,-1.47,0.07,-0.15,0.02,3
1676107205.0604577,3.24,9.15,-1.61,0.05,-0.15,0.01,3
1676107205.0945787,3.27,9.05,-1.64,0.05,-0.14,0.01,3
1676107205.120382,3.22,9.11,-1.54,0.07,-0.12,0.03,3
1676107205.1512327,3.17,8.98,-1.66,0.07,-0.13,0.05,3
1676107205.2045274,2.91,9.19,-1.62,0.07,-0.14,0.01,3
1676107205.2610588,3.1,9.24,-1.49,0.07,-0.13,-0.0,3
1676107205.2836518,3.18,8.89,-1.8,0.08,-0.12,0.02,3
1676107205.309735,3.09,9.17,-1.58,0.1,-0.14,0.03,3
1676107205.3425355,3.16,9.29,-1.48,0.09,-0.12,0.02,3
1676107205.3772757,3.15,9.22,-1.57,0.09,-0.12,-0.02,3
1676107205.4097414,3.46,9.08,-1.67,0.08,-0.13,-0.03,3
1676107205.438702,4.25,8.75,-1.7,0.11,-0.05,-0.04,3
1676107205.4730146,5.44,8.12,-1.75,0.17,0.05,-0.03,3
1676107205.4995322,7.59,7.54,-1.64,0.32,0.3,0.14,3
1676107205.556602,10.15,6.81,-1.24,0.61,1.07,0.11,3
1676107205.5788822,10.81,6.9,-0.69,0.92,1.65,-0.05,3
1676107205.610613,1.86,12.67,2.61,0.72,2.69,0.73,3
1676107205.6348913,7.05,7.6,2.18,0.98,3.47,0.43,3
1676107205.6606045,5.27,8.16,2.07,1.01,3.81,0.25,3
1676107205.6884837,5.13,8.37,2.72,1.13,4.07,0.17,3
1676107205.7092967,4.01,9.52,3.49,1.23,4.33,0.05,3
1676107205.734955,1.16,11.02,4.54,0.99,4.36,0.19,3
1676107205.759401,-0.38,10.75,4.57,0.61,4.1,0.35,3
1676107205.78362,2.4,8.9,4.14,0.53,4.26,0.23,3
1676107205.8531358,2.7,8.67,5.28,0.76,4.36,0.56,3
1676107205.8870697,-1.15,10.93,6.2,0.66,4.36,0.51,3
1676107205.9099638,-6.82,9.56,3.53,0.54,3.6,-0.33,3
1676107205.9391377,-6.77,10.26,2.67,0.66,2.23,-0.18,3
1676107205.961338,-5.6,10.36,2.4,0.61,1.64,0.0,3
1676107205.9924366,-4.35,10.88,2.26,0.54,1.11,0.18,3
1676107206.018831,-3.09,11.0,2.08,0.35,0.76,0.18,3
1676107206.047645,-3.16,10.43,1.63,0.3,0.38,-0.1,3
1676107206.0698216,-2.52,10.52,1.5,0.24,0.02,0.14,3
1676107206.093495,-1.68,10.2,1.11,0.09,-0.2,0.26,3
