timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1677726226.477428,-8.44,4.53,-0.51,0.07,-0.13,0.01
1677726226.509375,-8.46,4.47,-0.5,0.07,-0.14,0.01
1677726226.5407753,-8.57,4.39,-0.56,0.07,-0.12,0.01
1677726226.5692513,-8.63,4.46,-0.57,0.08,-0.14,0.0
1677726226.5997603,-8.41,4.54,-0.55,0.11,-0.12,0.02
1677726226.6225495,-8.54,4.71,-0.46,0.09,-0.11,0.03
1677726226.6485991,-8.73,4.85,-0.4,0.05,-0.12,0.01
1677726226.6748269,-8.48,4.66,-0.48,0.02,-0.13,-0.02
1677726226.6988804,-8.63,4.47,-0.49,0.02,-0.16,-0.0
1677726226.7204113,-8.59,4.29,-0.66,0.07,-0.16,0.01
1677726226.7498617,-8.38,4.78,-0.44,0.11,-0.14,0.02
1677726226.7724788,-8.47,4.65,-0.41,0.08,-0.15,0.02
1677726226.8415074,-8.48,4.64,-0.55,0.04,-0.12,0.02
1677726226.8643854,-8.59,4.49,-0.52,0.05,-0.13,0.01
1677726226.902989,-8.77,4.64,-0.45,0.08,-0.16,0.03
1677726226.9238615,-8.57,4.68,-0.4,0.06,-0.16,0.01
1677726226.955341,-8.32,4.61,-0.5,0.04,-0.12,0.02
1677726226.9804947,-8.44,4.47,-0.6,0.04,-0.13,0.02
1677726227.014279,-8.32,4.44,-0.56,0.07,-0.07,0.02
1677726227.036836,-8.72,4.5,-0.48,0.04,-0.13,-0.0
1677726227.0757732,-8.49,4.37,-0.54,0.04,-0.15,0.0
1677726227.106676,-8.42,4.41,-0.64,0.06,-0.14,0.0
1677726227.1327977,-9.15,3.9,-0.8,0.17,-0.23,0.04
1677726227.1625748,-9.05,4.53,-0.39,0.32,-0.55,0.02
1677726227.2023897,-8.26,5.31,-0.27,0.15,-0.46,-0.15
1677726227.2323482,-8.85,4.38,-0.77,0.09,-0.46,-0.17
1677726227.3041422,-9.58,5.78,-0.16,0.15,-0.45,0.18
1677726227.3320136,-7.03,5.55,-0.63,-0.13,-0.36,-0.26
1677726227.356611,-4.28,4.4,-0.61,-0.35,1.86,-2.43
1677726227.38911,0.63,4.33,-0.01,0.15,4.02,-2.52
1677726227.4149544,-8.1,2.36,-0.88,0.36,3.85,-0.09
1677726227.44742,-13.15,-2.71,0.69,4.36,1.15,-1.07
1677726227.468615,-15.08,0.0,5.57,4.36,-0.99,0.83
1677726227.4982588,-19.61,16.6,12.88,4.36,-4.36,1.16
1677726227.520429,-19.61,19.61,19.61,-0.69,-4.36,0.55
1677726227.5432122,-11.36,14.25,19.61,-2.81,-4.36,-1.09
1677726227.565783,-1.5,2.13,15.52,-3.23,-4.36,-2.55
1677726227.59562,7.43,1.96,4.26,-2.08,-4.36,-3.17
1677726227.6189604,11.71,3.49,-3.99,-2.35,-1.99,-1.77
1677726227.643117,11.51,2.16,-5.09,-2.35,-1.38,-1.38
1677726227.6688795,7.02,-1.34,-7.35,-1.54,0.23,0.36
1677726227.698675,3.6,-1.15,-7.31,-1.0,0.88,0.98
1677726227.72162,0.09,-1.74,-7.48,-0.65,1.26,0.85
1677726227.7445614,-1.24,-0.64,-7.28,0.24,2.14,-0.07
1677726227.7675436,-5.73,1.3,-6.22,0.82,2.33,-0.02
1677726227.795929,-6.33,1.74,-5.96,0.88,2.17,0.1
1677726227.8237765,-7.34,3.53,-5.15,0.91,1.82,0.3
1677726227.8500245,-7.37,4.2,-4.8,0.81,1.84,-0.02
1677726227.876768,-8.33,5.2,-4.34,0.72,1.59,-0.4
1677726227.901182,-8.91,4.87,-4.48,0.62,1.27,-0.37
1677726227.9242284,-7.33,5.26,-4.52,0.55,1.01,-0.15
1677726227.9518642,-5.0,4.76,-4.58,0.53,1.31,0.03
1677726227.9798958,-5.66,3.82,-4.5,0.59,1.55,0.29
1677726228.0051854,-9.42,4.47,-3.17,0.83,1.36,0.03
1677726228.0278416,-8.97,5.07,-2.92,0.6,0.74,0.38
1677726228.0497744,-7.55,4.36,-3.04,0.65,0.77,0.2
1677726228.0828009,-7.89,5.29,-2.23,0.77,0.98,0.13
1677726228.1091173,-10.74,5.71,-1.78,0.38,0.8,0.14
1677726228.138654,-9.92,5.24,-1.92,0.26,0.19,0.04
1677726228.168405,-8.24,4.54,-2.25,0.27,0.15,0.02
1677726228.190938,-8.6,5.52,-1.64,0.29,0.46,-0.17
1677726228.2180958,-9.25,5.82,-1.53,0.21,0.25,-0.13
1677726228.2391407,-8.72,4.82,-1.6,0.16,0.07,0.07
1677726228.263576,-8.8,5.13,-1.6,0.18,-0.01,0.11
1677726228.3187425,-8.21,4.85,-1.55,0.13,0.08,0.03
1677726228.3413775,-8.0,5.01,-1.59,0.05,0.04,-0.06
1677726228.3625312,-8.5,5.06,-1.54,0.02,-0.15,0.06
1677726228.401523,-8.11,4.75,-1.61,0.03,-0.14,0.03
1677726228.4407763,-7.58,4.64,-1.69,0.05,-0.06,0.0
1677726228.4680688,-8.15,4.89,-1.55,0.06,-0.05,0.04
1677726228.496204,-7.89,4.82,-1.51,0.06,-0.09,0.02
1677726228.5374422,-8.41,4.93,-1.51,0.06,-0.05,-0.0
1677726228.5664582,-8.28,4.66,-1.63,0.13,-0.07,-0.01
1677726228.601647,-8.1,5.15,-1.46,0.14,-0.06,-0.03
1677726228.6342838,-7.85,5.21,-1.53,0.06,-0.09,-0.01
1677726228.6598625,-8.17,5.09,-1.42,0.07,-0.09,0.04
1677726228.694989,-8.94,5.05,-1.33,0.06,-0.08,0.02
1677726228.7161665,-8.18,4.62,-1.41,0.05,-0.12,0.03
1677726228.7501726,-8.68,4.93,-1.32,0.06,-0.15,0.01
1677726228.7736974,-8.28,4.71,-1.35,0.04,-0.15,-0.01
1677726228.7994292,-7.8,4.85,-1.45,0.07,-0.15,0.01
1677726228.822833,-7.98,4.81,-1.45,0.05,-0.13,-0.01
1677726228.8508215,-7.87,4.83,-1.49,0.07,-0.09,-0.02
1677726228.8804553,-8.08,4.91,-1.5,0.04,-0.11,0.0
1677726228.9038603,-8.07,4.8,-1.47,0.06,-0.12,0.04
1677726228.9379132,-8.32,4.88,-1.46,0.09,-0.09,0.01
1677726228.9607022,-8.29,5.04,-1.32,0.07,-0.08,-0.01
1677726228.9830945,-8.11,4.96,-1.38,0.05,-0.15,0.01
1677726229.0115886,-8.28,4.9,-1.45,0.05,-0.1,-0.01
1677726229.0390148,-8.05,4.83,-1.37,0.06,-0.08,-0.02
1677726229.0720792,-8.33,4.99,-1.34,0.05,-0.16,0.03
1677726229.1082113,-7.98,4.67,-1.52,0.05,-0.15,0.0
1677726229.1364682,-8.16,4.93,-1.42,0.1,-0.08,-0.02
1677726229.1655624,-7.95,4.94,-1.36,0.08,-0.09,0.03
1677726229.194132,-8.27,4.99,-1.32,0.08,-0.07,0.01
1677726229.220405,-8.26,4.79,-1.43,0.07,-0.11,-0.01
1677726229.2447228,-8.12,4.76,-1.49,0.11,-0.09,0.03
1677726229.2690845,-8.31,4.95,-1.44,0.12,-0.06,0.03
1677726229.2965229,-8.41,4.99,-1.29,0.1,-0.12,0.06
