timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1677734156.5482128,-6.77,5.09,-3.51,0.07,-0.03,0.05
1677734156.6085691,-8.01,5.47,-3.42,0.02,-0.08,0.01
1677734156.631766,-7.3,5.11,-3.44,0.01,-0.11,0.02
1677734156.6550305,-7.55,5.23,-3.4,0.09,-0.04,-0.02
1677734156.6762812,-7.88,5.62,-3.28,0.04,-0.12,0.02
1677734156.701167,-7.71,5.38,-3.3,-0.01,-0.2,0.05
1677734156.7269254,-7.1,4.94,-3.39,0.0,-0.16,0.04
1677734156.7558527,-7.01,4.7,-3.49,0.06,-0.09,0.03
1677734156.792949,-7.2,4.69,-3.44,0.1,-0.04,0.05
1677734156.8227348,-7.7,5.12,-3.2,0.11,-0.12,0.07
1677734156.8563578,-7.02,4.97,-3.35,0.03,-0.2,0.01
1677734156.9226522,-6.52,4.85,-3.29,0.08,-0.15,0.09
1677734156.9448302,-7.62,5.38,-3.19,0.09,-0.12,0.04
1677734156.9671116,-7.26,4.93,-3.45,0.06,-0.1,0.01
1677734156.9887657,-7.43,5.04,-3.38,0.08,-0.11,0.03
1677734157.0089338,-7.58,5.15,-3.3,0.06,-0.15,0.06
1677734157.0313694,-7.39,5.08,-3.36,0.07,-0.15,0.02
1677734157.0569806,-7.37,5.09,-3.35,0.05,-0.11,-0.02
1677734157.0782063,-7.35,5.07,-3.35,0.08,-0.13,-0.02
1677734157.103869,-7.17,5.08,-3.43,0.06,-0.14,0.05
1677734157.1261249,-7.18,4.99,-3.42,0.09,-0.13,0.04
1677734157.1471865,-7.53,5.21,-3.29,0.11,-0.11,-0.01
1677734157.175832,-7.6,5.32,-3.23,0.09,-0.14,-0.01
1677734157.2148628,-7.45,5.4,-3.25,0.01,-0.2,0.02
1677734157.2394123,-7.13,4.87,-3.51,0.06,-0.14,-0.01
1677734157.272927,-7.23,4.87,-3.35,0.11,-0.09,0.0
1677734157.3029218,-7.49,5.41,-3.17,0.08,-0.15,0.04
1677734157.3284235,-7.16,4.94,-3.45,0.04,-0.12,-0.02
1677734157.3632388,-7.17,4.89,-3.45,0.07,-0.1,-0.01
1677734157.3902426,-7.39,5.13,-3.31,0.1,-0.1,0.03
1677734157.4298868,-7.23,5.04,-3.39,0.05,-0.14,0.0
1677734157.5138042,-7.51,4.92,-3.37,0.06,-0.11,-0.02
1677734157.5408952,-7.07,4.88,-3.45,0.07,-0.11,0.03
1677734157.5649903,-7.41,5.21,-3.28,0.05,-0.16,0.02
1677734157.587778,-7.17,4.95,-3.35,0.03,-0.18,0.05
1677734157.610289,-7.23,5.09,-3.49,0.07,-0.12,0.01
1677734157.639558,-7.27,4.94,-3.43,0.07,-0.11,0.01
1677734157.6639638,-7.36,5.15,-3.35,0.09,-0.1,0.04
1677734157.687947,-7.24,4.92,-3.29,0.07,-0.12,0.03
1677734157.709587,-7.47,4.83,-3.4,0.11,-0.08,0.01
1677734157.741765,-7.41,4.92,-3.38,0.12,-0.1,-0.0
1677734157.7658613,-7.66,5.55,-3.12,0.02,-0.2,0.02
1677734157.819879,-6.93,4.97,-3.32,0.06,-0.15,-0.01
1677734157.859306,-7.03,5.08,-3.32,0.07,-0.1,0.01
1677734157.9060404,-7.8,5.28,-3.16,0.05,-0.13,0.01
1677734157.933817,-7.34,5.01,-3.41,0.03,-0.1,-0.04
1677734157.9600427,-7.3,4.91,-3.41,0.1,-0.08,-0.02
1677734157.9900038,-7.46,5.34,-3.11,0.05,-0.2,0.01
1677734158.0136476,-7.14,5.15,-3.36,0.05,-0.15,-0.01
1677734158.040037,-6.99,5.01,-3.27,0.07,-0.09,0.04
1677734158.0619376,-7.36,4.99,-3.31,0.08,-0.08,0.05
1677734158.118692,-7.55,4.93,-3.3,0.08,-0.12,0.02
1677734158.1420226,-7.34,5.07,-3.23,0.1,-0.13,0.01
1677734158.1634483,-7.35,5.0,-3.28,0.06,-0.1,0.01
1677734158.1922786,-7.45,4.87,-3.32,0.07,-0.12,-0.01
1677734158.224424,-7.3,5.01,-3.27,0.12,-0.13,0.02
1677734158.246269,-7.58,5.4,-3.15,0.08,-0.21,-0.03
1677734158.2698328,-7.44,5.21,-3.19,0.05,-0.22,-0.03
1677734158.2979512,-7.22,5.19,-3.24,0.05,-0.22,-0.01
1677734158.3239694,-6.83,4.95,-3.38,0.07,-0.12,0.02
1677734158.3546083,-6.9,4.93,-3.37,0.12,-0.05,0.01
1677734158.4164915,-7.34,4.99,-3.27,0.08,-0.09,0.05
1677734158.4442792,-7.13,4.79,-3.25,0.14,-0.06,0.03
1677734158.4735994,-6.41,3.99,-3.57,0.36,0.18,0.03
1677734158.5023654,-4.62,2.61,-4.0,0.96,0.76,0.11
1677734158.5303962,-3.59,2.32,-2.95,1.58,1.69,0.27
1677734158.5585434,-2.87,1.86,-1.63,2.11,2.3,0.39
1677734158.5803044,-3.18,1.13,1.28,2.9,3.34,0.79
1677734158.6056745,-3.72,1.69,2.53,3.11,3.62,0.84
1677734158.6297762,-4.48,2.86,5.63,3.08,4.08,1.14
1677734158.6503806,-6.04,3.15,7.17,3.11,4.2,1.03
1677734158.6785605,-7.2,3.4,8.3,3.03,4.23,0.88
1677734158.7456264,-8.59,2.82,9.58,3.13,3.87,1.02
1677734158.771285,-14.54,6.67,10.87,2.97,3.34,0.62
1677734158.7951918,-11.15,5.5,9.39,0.14,0.03,0.15
1677734158.8168068,-11.18,7.03,9.0,-0.23,-0.21,-0.09
1677734158.8438723,-7.47,3.57,8.62,-0.76,-0.68,-0.13
1677734158.872361,-5.39,0.67,7.33,-0.38,-0.35,-0.3
1677734158.899783,-7.31,2.57,6.78,-0.06,-0.28,-0.07
1677734158.9275773,-6.91,3.13,6.89,0.02,-0.28,0.09
1677734158.9562817,-6.94,2.57,6.96,-0.13,-0.32,0.03
1677734159.0239086,-6.41,2.32,6.8,-0.09,-0.28,0.01
1677734159.070266,-6.44,2.09,6.53,0.02,-0.24,0.03
1677734159.0986185,-6.68,2.66,6.92,0.08,-0.1,-0.01
1677734159.1258488,-6.91,2.86,7.07,0.08,-0.11,0.05
