timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1676106674.677118,-8.46,3.46,3.87,0.07,-0.13,0.01
1676106674.7048538,-8.46,3.46,3.9,0.07,-0.13,0.01
1676106674.7374878,-8.49,3.46,3.89,0.07,-0.14,0.01
1676106674.7646906,-8.45,3.48,3.87,0.07,-0.13,0.01
1676106674.7922409,-8.44,3.46,3.9,0.07,-0.14,0.01
1676106674.8278537,-8.48,3.48,3.87,0.07,-0.13,0.01
1676106674.8615906,-8.42,3.48,3.87,0.07,-0.13,0.01
1676106674.8929284,-8.43,3.48,3.91,0.06,-0.14,0.01
1676106674.9164283,-8.47,3.44,3.92,0.07,-0.13,0.02
1676106674.97064,-8.45,3.5,3.92,0.07,-0.13,0.01
1676106674.994526,-8.47,3.46,3.93,0.06,-0.14,0.02
1676106675.022468,-8.47,3.48,3.92,0.07,-0.13,0.01
1676106675.051928,-8.48,3.46,3.92,0.07,-0.13,0.01
1676106675.080426,-8.43,3.49,3.92,0.07,-0.14,0.02
1676106675.1076353,-8.48,3.45,3.88,0.06,-0.14,0.02
1676106675.1355777,-8.51,3.43,3.91,0.07,-0.14,0.01
1676106675.1666343,-8.48,3.47,3.97,0.06,-0.14,0.02
1676106675.1928215,-8.49,3.43,3.85,0.07,-0.14,0.01
1676106675.2266326,-8.44,3.5,3.92,0.07,-0.14,0.02
1676106675.2971923,-8.46,3.46,3.9,0.07,-0.13,0.01
1676106675.327081,-8.51,3.49,3.91,0.07,-0.14,0.02
1676106675.355245,-8.44,3.48,3.92,0.07,-0.13,0.01
1676106675.3829577,-8.47,3.48,3.91,0.06,-0.13,0.01
1676106675.4101958,-8.51,3.45,3.94,0.06,-0.14,0.01
1676106675.4342306,-8.47,3.45,3.9,0.06,-0.14,0.01
1676106675.4595675,-8.44,3.44,3.93,0.07,-0.13,0.01
1676106675.4817245,-8.47,3.45,3.96,0.07,-0.14,0.01
1676106675.5074244,-8.49,3.43,3.96,0.07,-0.14,0.01
1676106675.5587332,-8.43,3.45,3.88,0.07,-0.14,0.01
1676106675.585822,-8.42,3.45,3.92,0.06,-0.13,0.02
1676106675.6118343,-8.5,3.46,3.9,0.07,-0.14,0.01
1676106675.6339278,-8.47,3.49,3.98,0.07,-0.14,0.01
1676106675.6612332,-8.46,3.48,3.98,0.07,-0.13,0.01
1676106675.6899111,-8.44,3.42,3.92,0.06,-0.14,0.01
1676106675.7202263,-8.45,3.45,3.95,0.07,-0.14,0.01
1676106675.747578,-8.48,3.42,3.92,0.07,-0.14,0.01
1676106675.7796836,-8.46,3.46,3.92,0.07,-0.14,0.01
1676106675.8080122,-8.47,3.51,3.9,0.07,-0.13,0.01
1676106675.835742,-8.49,3.45,3.88,0.06,-0.13,0.0
1676106675.8699536,-8.43,3.45,3.94,0.07,-0.14,0.02
1676106675.896495,-8.46,3.45,3.84,0.07,-0.14,0.02
1676106675.9182608,-8.45,3.48,3.91,0.07,-0.13,0.02
1676106675.9435802,-8.42,3.51,3.9,0.08,-0.16,0.11
1676106675.9668694,-8.45,3.48,3.87,0.08,-0.15,0.12
1676106675.99377,-8.63,3.33,3.83,0.07,-0.06,0.03
1676106676.0246506,-8.58,3.59,3.62,0.04,-0.01,0.1
1676106676.0574057,-8.16,3.51,4.09,0.09,0.04,0.33
1676106676.3522024,-8.11,2.93,4.63,0.01,0.29,0.98
1676106676.3794188,-16.67,2.18,5.55,0.46,0.67,0.51
1676106676.4179006,-5.16,1.33,3.49,-0.83,-4.36,-0.77
1676106676.4489417,-5.94,-0.54,2.15,-0.81,-4.36,-1.01
1676106676.4810762,1.72,-0.92,-1.55,-0.31,-4.36,-1.4
1676106676.5080965,4.43,-1.03,-4.76,-0.04,-3.18,-1.28
1676106676.5604956,3.52,-0.03,-5.99,0.11,-2.78,-1.02
1676106676.6016912,3.83,1.97,-8.06,0.31,-1.96,-0.55
1676106676.6550236,3.43,2.07,-9.77,0.26,-0.79,0.38
1676106676.680844,-0.2,3.55,-9.07,0.33,0.16,0.66
1676106676.712758,-3.85,2.59,-8.96,0.2,0.15,0.53
1676106676.769635,-4.08,2.7,-8.76,0.21,0.13,0.35
1676106676.80099,-4.1,2.97,-8.43,0.32,0.17,0.08
1676106676.8347547,-4.65,3.81,-7.76,0.17,-0.02,0.15
1676106676.8631678,-4.68,3.26,-7.97,0.14,-0.17,0.19
1676106676.899412,-4.26,3.37,-7.86,0.13,-0.19,-0.07
1676106676.92991,-3.54,3.73,-7.73,0.06,-0.14,-0.17
1676106676.9603462,-3.26,3.52,-7.79,-0.0,-0.11,0.01
1676106677.0078368,-4.05,3.03,-7.87,0.01,-0.1,0.11
1676106677.039285,-4.24,2.82,-7.94,0.03,-0.1,0.03
1676106677.064778,-3.83,3.08,-8.06,0.05,-0.13,-0.02
1676106677.0997458,-4.0,3.11,-8.11,0.06,-0.12,0.05
1676106677.1363869,-3.96,2.95,-8.04,0.06,-0.11,-0.05
1676106677.1699626,-3.85,3.39,-7.83,0.04,-0.12,-0.06
1676106677.2137651,-3.68,3.1,-7.91,-0.02,-0.07,0.12
1676106677.2495284,-4.61,2.85,-7.92,0.03,-0.09,0.09
1676106677.27516,-3.89,3.11,-8.16,0.04,-0.2,-0.08
1676106677.3054686,-3.59,2.88,-8.24,0.06,-0.15,0.02
1676106677.3774698,-4.05,3.06,-8.02,0.09,-0.13,0.01
1676106677.4090035,-3.74,3.09,-7.88,0.06,-0.17,0.03
1676106677.4423838,-3.69,3.1,-8.08,0.05,-0.13,-0.01
1676106677.477322,-3.72,2.93,-7.99,0.06,-0.07,0.02
1676106677.5026135,-3.85,2.9,-8.05,0.05,-0.1,0.06
1676106677.5318606,-3.63,2.93,-8.08,0.08,-0.04,0.02
1676106677.561056,-3.69,3.02,-8.07,0.09,-0.04,0.07
1676106677.596362,-4.1,3.03,-7.81,0.08,-0.03,0.14
