timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1676016733.2616005,0.45,9.93,1.61,0.06,-0.12,0.01
1676016733.2883964,0.16,9.84,1.52,0.07,-0.13,0.03
1676016733.31368,0.65,9.85,1.63,0.06,-0.16,0.02
1676016733.3413954,0.66,9.77,1.57,0.06,-0.14,0.03
1676016733.368295,0.46,9.76,1.48,0.06,-0.13,0.04
1676016733.4029531,0.28,9.85,1.58,0.06,-0.11,0.02
1676016733.4282856,0.32,9.86,1.57,0.05,-0.11,0.02
1676016733.4583242,0.27,9.81,1.59,0.03,-0.11,0.01
1676016733.4898615,0.21,9.92,1.55,0.03,-0.13,0.01
1676016733.5205183,0.26,9.91,1.57,0.01,-0.13,0.01
1676016733.561896,0.2,9.95,1.51,0.0,-0.16,0.01
1676016733.598598,0.43,9.6,1.35,0.02,-0.15,0.02
1676016733.6295009,0.38,9.59,1.39,0.06,-0.12,0.02
1676016733.6531088,0.33,9.68,1.45,0.08,-0.12,0.01
1676016733.682545,0.26,9.55,1.46,0.1,-0.14,0.01
1676016733.7058165,0.37,9.65,1.42,0.1,-0.14,-0.0
1676016733.7318995,0.34,9.79,1.49,0.12,-0.13,-0.01
1676016733.7553658,0.27,10.0,1.59,0.11,-0.12,-0.01
1676016733.7889562,0.25,10.03,1.54,0.1,-0.14,-0.0
1676016733.8214717,0.18,10.18,1.61,0.05,-0.15,-0.0
1676016733.8598137,0.3,9.98,1.54,0.04,-0.15,-0.02
1676016733.8858514,0.4,9.83,1.44,0.04,-0.15,0.03
1676016733.906457,0.43,9.85,1.37,0.06,-0.14,0.01
1676016733.931397,0.4,9.67,1.45,0.06,-0.14,0.01
1676016733.9636946,0.25,9.91,1.54,0.07,-0.15,0.04
1676016733.989275,0.5,9.81,1.59,0.07,-0.14,0.02
1676016734.0146468,0.38,9.64,1.42,0.07,-0.12,0.02
1676016734.0418787,0.15,9.75,1.36,0.09,-0.12,0.01
1676016734.065661,0.01,9.75,1.43,0.09,-0.15,0.01
1676016734.1134992,0.22,9.87,1.57,0.07,-0.18,0.01
1676016734.166293,0.28,9.86,1.58,0.06,-0.2,0.0
1676016734.1919825,0.56,9.92,1.61,0.09,-0.16,-0.02
1676016734.2197323,0.49,9.92,1.55,0.08,-0.14,0.01
1676016734.2504466,0.41,10.0,1.54,0.07,-0.13,0.01
1676016734.273393,0.42,9.97,1.51,0.05,-0.13,-0.0
1676016734.2972977,0.5,9.77,1.5,0.07,-0.12,0.02
1676016734.3227506,0.38,9.89,1.5,0.06,-0.12,0.03
1676016734.3539417,0.31,9.83,1.52,0.05,-0.12,0.03
1676016734.381667,0.32,9.79,1.5,0.07,-0.12,0.01
1676016734.4202487,0.28,9.74,1.45,0.06,-0.14,0.01
1676016734.444357,0.52,9.79,1.6,0.06,-0.15,0.03
1676016734.4750223,0.54,9.85,1.58,0.06,-0.12,0.01
1676016734.5008583,0.33,9.55,1.5,0.06,-0.12,-0.0
1676016734.528018,0.32,9.85,1.54,0.07,-0.15,0.04
1676016734.5521035,0.26,9.83,1.56,0.07,-0.14,0.03
1676016734.5742345,0.39,9.84,1.58,0.05,-0.13,-0.03
1676016734.5972676,0.39,9.77,1.47,0.06,-0.14,-0.02
1676016734.6203885,0.35,9.68,1.47,0.07,-0.14,0.03
1676016734.6479328,0.28,9.72,1.52,0.08,-0.14,-0.0
1676016734.6734836,0.38,9.9,1.52,0.09,-0.14,-0.0
1676016734.7044604,0.65,9.92,1.57,0.06,-0.17,0.05
1676016734.822172,0.48,9.83,1.51,0.07,-0.12,0.03
1676016734.9158726,0.23,9.71,1.4,0.06,-0.11,-0.0
1676016734.9400566,0.83,10.13,1.54,0.1,-0.16,-0.03
1676016734.9633884,0.57,9.97,1.65,0.07,-0.16,0.03
1676016735.013229,0.51,9.93,1.61,0.06,-0.15,0.02
1676016735.067977,0.57,9.99,1.56,0.05,-0.13,0.03
1676016735.0952466,0.44,9.77,1.48,0.05,-0.13,0.02
1676016735.1231942,0.39,9.72,1.5,0.08,-0.1,0.04
1676016735.1522417,0.23,9.61,1.46,0.06,-0.11,0.02
1676016735.1792164,0.03,9.59,1.47,0.08,-0.18,0.02
1676016735.2041934,0.32,9.68,1.52,0.1,-0.18,-0.0
1676016735.227166,0.52,9.79,1.63,0.11,-0.18,-0.0
1676016735.252603,0.41,9.89,1.54,0.1,-0.14,0.01
1676016735.2853887,0.42,9.84,1.55,0.1,-0.16,0.03
1676016735.3171446,0.4,9.91,1.59,0.09,-0.17,0.03
1676016735.3930452,0.4,9.78,1.54,0.09,-0.15,0.04
1676016735.421465,0.36,9.94,1.54,0.1,-0.17,0.1
1676016735.453211,0.09,9.54,1.53,0.07,-0.21,0.06
1676016735.4854386,0.38,9.62,1.63,0.11,-0.19,-0.0
1676016735.512287,0.37,9.82,1.63,0.13,-0.16,0.04
1676016735.5379837,0.46,9.81,1.67,0.12,-0.17,0.03
1676016735.5723672,0.52,9.77,1.65,0.14,-0.16,0.03
1676016735.5973752,0.11,9.77,1.68,0.14,-0.14,0.04
1676016735.628868,-0.03,9.87,1.61,0.14,-0.19,0.07
1676016735.6824176,-0.4,9.78,1.6,0.15,-0.24,0.1
1676016735.7049196,-3.22,10.98,2.64,0.21,-0.6,0.42
1676016735.7299116,-6.85,13.2,3.41,-0.0,-1.45,0.68
1676016735.75521,-6.12,10.85,3.23,-0.32,-1.74,0.56
1676016735.7777348,-7.76,10.75,2.98,-0.54,-1.83,0.08
1676016735.8011663,-7.02,7.8,2.24,-0.19,-2.24,-0.35
1676016735.8307662,-7.28,7.93,2.86,-0.14,-2.96,-0.09
1676016735.8712125,-5.19,8.71,3.82,-0.08,-3.5,-0.09
1676016735.8997073,-3.31,8.5,4.59,0.03,-3.76,-0.34
1676016735.9251175,-2.82,11.24,6.45,-0.05,-4.01,-0.87
1676016735.9812143,-3.1,12.07,6.79,-0.29,-4.25,-0.88
1676016736.00719,0.09,9.48,6.17,-0.63,-4.36,-0.65
1676016736.0446386,-0.89,9.89,6.95,-0.72,-4.36,-0.76
1676016736.0747757,-1.18,10.42,7.68,-1.09,-4.36,-1.03
1676016736.0988915,5.26,10.97,6.92,-1.21,-4.36,-0.07
1676016736.1202085,5.85,9.61,5.48,-1.3,-4.36,-0.53
1676016736.1454482,4.68,6.65,3.01,-0.96,-3.35,-1.35
1676016736.1725223,3.96,6.81,2.89,-0.83,-3.25,-1.43
1676016736.198021,7.06,8.56,1.89,-0.66,-2.79,-1.26
1676016736.2293787,6.27,8.2,0.85,-0.89,-2.27,-0.9
1676016736.2795897,5.09,7.88,0.7,-0.87,-2.19,-0.67
1676016736.3098931,6.54,7.74,-0.04,-0.37,-1.73,-0.74
1676016736.332298,4.27,9.2,0.23,-0.25,-1.53,-0.93
1676016736.3700092,7.03,8.47,0.33,-0.28,-1.22,-0.58
