timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1676107034.9249592,-8.3,3.45,-3.32,0.06,-0.14,0.04
1676107034.9678087,-8.2,3.41,-3.34,0.08,-0.17,0.08
1676107034.9968293,-8.12,3.44,-3.35,0.08,-0.11,0.04
1676107035.040599,-8.16,3.48,-3.3,0.08,-0.11,0.05
1676107035.0913565,-8.48,3.46,-3.28,0.08,-0.15,0.06
1676107035.126871,-8.31,3.59,-3.31,0.06,-0.14,0.03
1676107035.1504335,-8.57,3.4,-3.33,0.05,-0.16,0.01
1676107035.1840446,-8.29,3.44,-3.37,0.07,-0.18,0.01
1676107035.2124262,-8.05,3.56,-3.31,0.05,-0.16,0.01
1676107035.240608,-8.23,3.31,-3.38,0.04,-0.14,0.04
1676107035.2682614,-8.22,3.26,-3.37,0.06,-0.14,0.04
1676107035.2951243,-8.32,3.27,-3.4,0.07,-0.15,0.02
1676107035.341648,-8.21,3.4,-3.36,0.06,-0.15,0.02
1676107035.3962,-8.21,3.38,-3.43,0.06,-0.14,0.02
1676107035.4210904,-8.26,3.37,-3.47,0.07,-0.14,0.02
1676107035.445061,-8.24,3.44,-3.35,0.08,-0.13,0.01
1676107035.46874,-8.2,3.33,-3.38,0.06,-0.13,-0.0
1676107035.4959705,-7.78,3.41,-3.44,0.05,-0.12,-0.02
1676107035.517546,-7.72,3.26,-3.5,0.06,-0.08,0.01
1676107035.544597,-8.03,3.55,-3.28,0.08,-0.06,0.03
1676107035.5713673,-8.27,3.48,-3.27,0.07,-0.06,0.03
1676107035.598959,-8.46,3.32,-3.34,0.06,-0.06,0.02
1676107035.6216047,-8.46,3.48,-3.3,0.06,-0.06,0.03
1676107035.6870246,-8.7,3.32,-3.28,0.06,-0.09,0.03
1676107035.712243,-8.63,3.36,-3.36,0.08,-0.12,0.0
1676107035.7379436,-8.33,3.55,-3.15,0.05,-0.15,0.04
1676107035.761747,-8.28,3.36,-3.23,0.04,-0.14,0.01
1676107035.7854512,-8.32,3.22,-3.28,0.04,-0.13,0.0
1676107035.809821,-8.17,3.21,-3.43,0.08,-0.14,0.03
1676107035.8459775,-8.1,3.41,-3.29,0.09,-0.13,0.04
1676107035.8877065,-8.22,3.36,-3.25,0.07,-0.11,0.02
1676107035.9278307,-8.35,3.28,-3.39,0.07,-0.1,-0.01
1676107035.99176,-8.38,3.4,-3.1,0.09,-0.1,-0.01
1676107036.016955,-8.51,3.5,-3.08,0.09,-0.14,0.03
1676107036.057941,-8.27,3.37,-3.28,0.08,-0.15,0.01
1676107036.08421,-8.16,3.48,-3.26,0.09,-0.13,0.02
1676107036.117785,-8.52,3.45,-3.18,0.07,-0.11,0.02
1676107036.1522064,-8.43,3.42,-3.14,0.07,-0.16,0.03
1676107036.1799605,-8.19,3.41,-3.34,0.06,-0.14,0.01
1676107036.234771,-8.14,3.24,-3.35,0.07,-0.14,0.02
1676107036.2897358,-8.27,3.63,-3.18,0.07,-0.11,0.02
1676107036.3222902,-8.4,3.21,-3.32,0.04,-0.12,-0.02
1676107036.3480687,-8.26,3.33,-3.34,0.09,-0.15,0.02
1676107036.3779123,-7.92,3.38,-3.42,0.08,-0.1,-0.01
1676107036.4038732,-7.86,3.22,-3.45,0.08,-0.08,0.0
1676107036.4302056,-7.41,3.4,-3.43,0.11,-0.01,0.01
1676107036.4575665,-7.0,2.99,-3.58,0.14,0.1,-0.04
1676107036.4871285,-6.37,2.92,-3.63,0.24,0.32,-0.12
1676107036.5198982,-4.84,2.85,-3.78,0.32,0.61,-0.14
1676107036.5805137,-2.6,2.77,-3.47,0.35,1.02,-0.14
1676107036.605449,-0.4,2.63,-2.38,0.52,1.86,-0.21
1676107036.6291184,-1.63,2.17,0.78,0.79,2.73,0.96
1676107036.6600924,-1.18,1.23,2.66,0.81,2.98,1.54
1676107036.686047,-5.95,0.5,5.66,0.99,3.75,2.01
1676107036.7102065,-13.01,2.2,7.33,1.04,3.24,1.56
1676107036.7399292,-13.45,2.28,7.86,0.8,2.71,1.5
1676107036.7661564,-13.05,1.34,8.16,0.62,2.28,1.46
1676107036.7946,-13.6,1.92,7.82,0.42,2.05,1.14
1676107036.816074,-10.94,1.44,7.02,0.11,1.78,0.55
1676107036.8433094,-11.01,-0.77,6.73,0.17,1.52,0.43
1676107036.9007907,-12.13,1.0,6.9,0.21,1.36,0.75
1676107036.934553,-12.0,0.68,7.05,0.17,0.88,0.41
1676107036.969021,-11.33,0.37,6.69,-0.0,0.05,0.04
1676107036.9991322,-10.4,0.47,6.33,-0.0,-0.12,-0.18
1676107037.028717,-8.82,0.3,6.13,0.02,-0.22,-0.19
1676107037.0613604,-8.78,0.7,6.07,-0.0,-0.23,-0.1
1676107037.09437,-8.31,0.38,5.88,0.05,-0.24,-0.09
1676107037.1169422,-7.81,0.69,6.09,0.07,-0.22,-0.07
1676107037.1810465,-7.83,1.1,6.24,0.05,-0.12,-0.07
1676107037.206684,-8.33,1.04,6.1,0.03,-0.12,-0.05
1676107037.2436304,-7.48,0.55,5.91,0.07,-0.14,0.13
1676107037.2757344,-7.7,0.69,5.92,0.06,-0.08,0.1
1676107037.3084755,-8.16,0.67,6.06,0.0,-0.18,0.03
1676107037.334472,-8.01,0.36,5.94,0.06,-0.17,0.02
1676107037.3589878,-8.11,0.6,5.98,0.08,-0.18,0.03
1676107037.394113,-8.15,0.84,6.17,0.07,-0.19,0.01
1676107037.4181452,-7.74,0.88,6.11,0.04,-0.2,-0.01
1676107037.482227,-7.71,0.65,6.1,0.01,-0.11,0.0
1676107037.548182,-8.06,0.44,5.96,0.02,-0.09,0.06
1676107037.5708244,-8.0,0.68,6.07,0.06,-0.16,-0.06
1676107037.5948007,-7.84,0.79,5.96,0.05,-0.15,-0.03
1676107037.6165018,-7.92,0.53,5.89,0.06,-0.14,0.04
1676107037.6441927,-8.06,0.51,5.94,0.1,-0.14,0.08
1676107037.6779573,-8.4,0.7,5.97,0.09,-0.16,0.03
1676107037.7120645,-8.55,0.84,6.1,0.06,-0.17,-0.02
1676107037.7886431,-8.16,0.59,5.93,0.05,-0.2,-0.07
1676107037.8123927,-7.81,0.47,5.83,0.09,-0.2,-0.0
1676107037.8341148,-7.91,0.79,5.98,0.01,-0.12,-0.01
1676107037.8630865,-8.11,0.57,5.82,0.01,-0.09,-0.05
1676107037.8943262,-8.36,0.23,5.77,0.08,-0.15,0.05
1676107037.925747,-8.18,0.74,5.87,0.11,-0.18,0.08
1676107037.966719,-8.15,0.79,5.91,0.07,-0.13,-0.04
1676107037.9982104,-8.17,0.99,6.12,0.03,-0.15,-0.05
1676107038.0224235,-8.11,0.64,5.8,0.05,-0.16,0.02
1676107038.0830374,-8.03,0.63,5.84,0.05,-0.15,0.02
1676107038.129071,-8.07,0.7,5.84,0.05,-0.14,0.0
1676107038.1550474,-8.34,0.56,5.88,0.07,-0.12,0.04
1676107038.1825924,-8.24,0.75,5.85,0.08,-0.16,0.04
1676107038.206799,-8.08,0.81,5.94,0.07,-0.18,0.03
1676107038.2321312,-8.05,0.89,5.9,0.04,-0.16,0.01
1676107038.2680626,-8.08,0.62,5.92,0.05,-0.15,0.03
1676107038.2898033,-8.01,0.71,5.86,0.05,-0.18,0.06
1676107038.3128629,-8.16,0.49,5.78,0.06,-0.13,0.02
1676107038.3419952,-8.19,0.47,5.79,0.07,-0.14,0.0
1676107038.406592,-8.22,0.48,5.76,0.13,-0.19,0.06
1676107038.438093,-8.51,0.78,5.87,0.15,-0.27,0.13
1676107038.4642503,-7.88,0.9,5.83,0.01,-0.18,-0.06
1676107038.4909031,-8.23,0.28,5.74,0.03,-0.13,-0.04
1676107038.5202928,-8.37,0.35,5.72,0.07,-0.17,0.05
1676107038.5441036,-8.2,0.61,5.82,0.07,-0.15,0.05
1676107038.5788476,-8.22,0.53,5.81,0.06,-0.14,-0.02
1676107038.6087162,-8.18,0.67,5.8,0.04,-0.13,-0.01
1676107038.6357367,-8.12,0.56,5.67,0.07,-0.15,0.04
