timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1676107611.9677482,4.05,9.21,-0.59,0.04,-0.17,-0.04
1676107612.01583,4.16,9.08,-0.56,0.04,-0.13,-0.08
1676107612.0466096,3.56,8.97,-0.75,0.06,-0.14,0.0
1676107612.093388,3.59,8.96,-0.66,0.1,-0.16,-0.04
1676107612.1334708,4.36,9.1,-0.58,0.08,-0.17,0.03
1676107612.159032,3.86,9.19,-0.71,0.08,-0.07,0.03
1676107612.1887002,3.24,9.28,-0.72,0.07,-0.17,0.03
1676107612.2734077,3.83,9.26,-0.61,0.05,-0.2,0.02
1676107612.2987032,3.99,9.04,-0.59,0.03,-0.18,-0.01
1676107612.3330803,3.9,8.9,-0.72,0.06,-0.19,0.05
1676107612.4977474,4.09,9.02,-0.67,0.05,-0.14,-0.02
1676107612.5204897,3.9,9.0,-0.75,0.06,-0.14,0.04
1676107612.5744436,3.72,8.99,-0.79,0.07,-0.16,0.04
1676107612.5989482,3.78,9.12,-0.63,0.09,-0.16,-0.0
1676107612.6284108,3.89,8.98,-0.75,0.07,-0.13,0.02
1676107612.655115,3.77,9.07,-0.72,0.07,-0.15,0.05
1676107612.675254,3.97,9.02,-0.67,0.05,-0.14,-0.02
1676107612.7176623,3.97,9.03,-0.7,0.07,-0.16,0.01
1676107612.793192,3.98,9.11,-0.67,0.08,-0.15,0.03
1676107612.8154688,3.8,9.12,-0.66,0.05,-0.13,0.02
1676107612.8442268,4.0,8.92,-0.66,0.07,-0.14,0.03
1676107612.9039812,3.85,9.09,-0.7,0.06,-0.14,-0.01
1676107613.0101583,4.09,8.96,-0.71,0.05,-0.12,-0.01
1676107613.0344129,3.57,9.23,-0.63,0.07,-0.16,-0.01
1676107613.0587463,3.89,8.92,-0.79,0.07,-0.11,-0.02
1676107613.0829887,3.75,9.07,-0.78,0.07,-0.16,-0.01
1676107613.1072774,3.82,8.93,-0.77,0.07,-0.16,0.0
1676107613.136978,4.14,9.16,-0.67,0.08,-0.16,0.0
1676107613.167307,4.19,9.11,-0.66,0.05,-0.13,0.01
1676107613.1964948,3.85,9.06,-0.69,0.05,-0.11,0.01
1676107613.261508,3.57,8.92,-0.7,0.07,-0.13,0.02
1676107613.2894168,3.72,8.88,-0.76,0.07,-0.15,0.0
1676107613.3213124,3.89,9.07,-0.62,0.08,-0.15,0.02
1676107613.356356,3.85,9.03,-0.68,0.08,-0.15,0.02
1676107613.386475,3.91,8.94,-0.68,0.07,-0.16,0.01
1676107613.419098,3.9,8.99,-0.54,0.09,-0.16,0.01
1676107613.4555085,3.64,9.06,-0.69,0.08,-0.16,-0.02
1676107613.4888773,4.06,9.02,-0.71,0.06,-0.18,-0.0
1676107613.5670154,3.94,9.05,-0.66,0.07,-0.15,-0.0
1676107613.5947273,3.9,9.13,-0.66,0.06,-0.15,0.0
1676107613.6292608,3.58,9.06,-0.64,0.06,-0.18,0.03
1676107613.65201,3.56,8.88,-0.62,0.06,-0.22,-0.0
1676107613.701895,3.21,9.19,-0.46,0.09,-0.27,0.04
1676107613.7243936,2.21,9.75,-0.24,0.11,-0.53,0.06
1676107613.7468958,2.15,10.18,0.34,-0.08,-0.81,0.09
1676107613.7728972,1.65,11.16,0.85,-0.15,-1.05,0.23
1676107613.7940433,1.23,11.9,1.03,-0.26,-1.17,0.29
1676107613.8177743,0.06,12.39,1.53,-0.55,-1.55,0.42
1676107613.867506,0.42,12.06,1.68,-0.71,-1.85,0.53
1676107613.901581,0.69,12.11,2.13,-0.94,-2.24,0.68
1676107613.9302812,0.85,11.29,2.32,-1.14,-2.62,0.66
1676107613.956601,0.97,11.09,2.9,-1.15,-2.99,0.82
1676107613.9835637,1.98,11.14,3.23,-1.32,-3.27,1.02
1676107614.013496,2.58,9.9,3.05,-1.46,-3.34,0.59
1676107614.0443814,3.87,8.42,2.74,-1.33,-3.36,0.54
1676107614.0784194,3.21,9.26,2.99,-1.24,-3.49,0.7
1676107614.10522,4.6,9.75,3.13,-1.39,-3.57,0.44
1676107614.1635408,4.73,8.88,2.79,-1.52,-3.45,0.22
1676107614.1909022,5.6,7.91,2.24,-1.35,-3.61,0.39
1676107614.2185612,8.32,6.87,1.4,-1.45,-3.25,0.12
1676107614.2483904,7.65,5.95,0.35,-1.25,-2.95,0.03
1676107614.2815716,7.74,6.62,-0.19,-1.12,-2.67,0.09
1676107614.321247,6.88,7.19,-0.67,-0.92,-2.2,0.07
1676107614.359936,6.95,7.16,-1.22,-0.83,-1.77,-0.24
1676107614.3909273,7.09,6.55,-1.96,-0.46,-1.23,-0.12
1676107614.4176023,6.15,7.92,-1.82,-0.22,-0.93,-0.16
1676107614.466677,5.63,8.72,-1.65,-0.2,-0.79,-0.18
1676107614.491599,5.68,7.68,-2.13,-0.2,-0.54,-0.01
1676107614.5430589,5.59,7.95,-1.83,-0.06,-0.5,0.05
1676107614.5727437,5.75,8.51,-1.53,0.0,-0.37,0.03
1676107614.5988455,4.82,7.95,-1.84,0.05,-0.16,0.06
1676107614.6242936,4.6,8.27,-1.68,0.1,-0.17,-0.01
1676107614.6512532,4.74,8.32,-1.58,0.11,-0.18,0.02
1676107614.678423,5.03,8.54,-1.58,0.11,-0.09,0.04
1676107614.7057216,4.41,8.39,-1.66,0.12,-0.08,-0.03
1676107614.7346318,4.55,8.64,-1.59,0.1,-0.12,-0.03
1676107614.763148,4.38,8.43,-1.61,0.12,-0.13,-0.0
1676107614.8017447,4.95,8.6,-1.53,0.05,-0.15,0.01
1676107614.8345916,4.81,8.09,-1.68,0.11,-0.09,0.07
1676107614.8749125,4.42,8.55,-1.53,0.1,-0.09,0.07
1676107614.9241843,4.25,8.78,-1.51,0.11,-0.16,0.03
1676107614.9589262,4.76,8.5,-1.53,0.08,-0.15,0.0
1676107614.9919715,4.58,8.63,-1.59,0.1,-0.12,0.03
1676107615.0219154,4.44,8.5,-1.51,0.06,-0.13,-0.01
1676107615.0702007,4.68,8.28,-1.58,0.11,-0.13,0.02
1676107615.0942852,4.59,8.8,-1.26,0.11,-0.1,0.01
1676107615.124337,4.78,8.45,-1.54,0.04,-0.14,0.08
1676107615.1492243,4.46,8.53,-1.58,0.13,-0.1,0.01
1676107615.173174,4.18,8.68,-1.56,0.13,-0.1,-0.0
1676107615.193926,4.41,8.77,-1.47,0.12,-0.13,0.01
1676107615.225857,4.24,8.91,-1.34,0.07,-0.15,0.0
1676107615.254687,4.47,8.87,-1.38,0.05,-0.15,0.01
1676107615.2796483,4.6,8.69,-1.43,0.06,-0.14,-0.0
1676107615.3076258,4.66,8.62,-1.48,0.04,-0.15,0.01
1676107615.3735075,4.51,8.4,-1.49,0.04,-0.15,0.02
1676107615.4047208,4.71,8.35,-1.43,0.09,-0.15,-0.02
1676107615.4296217,4.4,8.28,-1.55,0.07,-0.14,0.03
1676107615.4565976,4.49,8.34,-1.59,0.09,-0.12,0.0
1676107615.4780724,4.85,8.39,-1.47,0.11,-0.06,0.01
1676107615.5078847,4.53,8.41,-1.41,0.13,-0.05,0.02
1676107615.5339348,4.65,8.52,-1.53,0.14,-0.05,0.01
1676107615.5621517,4.18,8.84,-1.36,0.1,-0.11,0.0
1676107615.594875,4.28,8.82,-1.45,0.07,-0.15,0.02
1676107615.6198883,4.35,8.76,-1.37,0.07,-0.17,0.01
1676107615.6481743,4.59,8.6,-1.41,0.05,-0.14,0.01
