timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1677737915.559409,-0.28,9.73,1.57,0.12,-0.11,0.01
1677737915.59418,-0.38,9.92,1.47,0.13,-0.11,0.03
1677737915.6225932,-0.33,10.17,1.65,0.11,-0.1,0.04
1677737915.6573343,-0.48,9.82,1.53,0.07,-0.1,0.03
1677737915.688437,-0.37,9.78,1.49,0.11,-0.1,0.04
1677737915.7127142,-0.42,9.68,1.59,0.11,-0.11,0.06
1677737915.7435348,-0.38,9.73,1.62,0.11,-0.1,0.07
1677737915.7754493,-0.57,9.61,1.55,0.11,-0.1,0.08
1677737915.8012433,-0.39,9.53,1.65,0.14,-0.11,0.04
1677737915.822981,-0.39,9.5,1.62,0.15,-0.11,0.04
1677737915.848431,-0.56,9.88,1.93,0.16,-0.11,0.05
1677737915.8724751,-0.63,9.88,2.0,0.13,-0.13,0.05
1677737915.8978658,-0.48,10.1,2.1,0.11,-0.12,0.03
1677737915.918946,-0.58,9.98,1.99,0.08,-0.13,0.01
1677737915.9689934,-0.72,9.71,1.75,0.09,-0.17,0.04
1677737915.9960766,-0.57,9.84,1.8,0.08,-0.15,0.02
1677737916.022926,-0.48,10.06,1.9,0.07,-0.15,0.03
1677737916.048033,-0.44,9.61,1.63,0.07,-0.15,0.03
1677737916.070217,-0.44,9.64,1.64,0.07,-0.14,0.03
1677737916.0961132,-0.41,9.76,1.75,0.09,-0.13,0.02
1677737916.11926,-0.5,9.77,1.9,0.06,-0.13,0.02
1677737916.1464894,-0.48,9.83,1.84,0.06,-0.13,0.01
1677737916.1722193,-0.46,9.84,1.76,0.04,-0.11,0.01
1677737916.195867,-0.49,9.77,1.69,0.04,-0.11,0.01
1677737916.221799,-0.59,9.86,1.8,0.05,-0.1,0.02
1677737916.2721078,-0.61,9.72,1.78,0.03,-0.12,0.01
1677737916.2935405,-0.45,9.65,1.69,0.04,-0.12,0.01
1677737916.3164766,-0.51,9.83,1.85,0.05,-0.11,0.03
1677737916.367118,-0.67,9.75,1.79,0.04,-0.13,0.02
1677737916.3973875,-0.49,9.7,1.78,0.04,-0.12,0.0
1677737916.420751,-0.51,9.65,1.66,0.05,-0.14,-0.01
1677737916.4510405,-0.48,9.77,1.7,0.05,-0.14,-0.02
1677737916.4807234,-0.35,9.69,1.7,0.05,-0.14,0.02
1677737916.5028186,-0.64,9.7,1.7,0.04,-0.13,0.0
1677737916.525349,-0.53,9.67,1.7,0.06,-0.15,-0.02
1677737916.564124,-0.48,9.73,1.77,0.06,-0.15,-0.01
1677737916.596476,-0.42,9.75,1.7,0.06,-0.14,-0.01
1677737916.6243691,-0.56,9.79,1.65,0.07,-0.13,-0.02
1677737916.648149,-0.42,10.1,1.77,0.03,-0.16,-0.01
1677737916.670136,-0.35,9.9,1.74,0.02,-0.15,-0.01
1677737916.7128522,-0.27,9.69,1.57,0.02,-0.13,-0.01
1677737916.7420166,-0.4,9.69,1.65,0.05,-0.11,-0.0
1677737916.7711632,-0.43,9.73,1.7,0.02,-0.13,0.02
1677737916.8024805,-0.48,9.55,1.48,0.04,-0.12,0.02
1677737916.8318396,-0.49,9.66,1.56,0.09,-0.13,0.02
