timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1677725954.3254468,-9.28,1.56,1.38,0.09,-0.08,0.04
1677725954.5097833,-9.75,1.75,1.55,0.06,-0.09,-0.0
1677725954.534284,-9.49,1.29,1.47,0.06,-0.13,0.03
1677725954.557416,-9.43,1.54,1.46,0.09,-0.13,0.01
1677725954.600034,-9.37,1.49,1.42,0.08,-0.11,0.01
1677725954.6507509,-9.51,1.74,1.51,0.08,-0.11,-0.01
1677725954.6795447,-9.57,1.7,1.51,0.06,-0.14,0.0
1677725954.7013965,-9.38,1.53,1.43,0.06,-0.13,-0.01
1677725954.7303548,-9.29,1.64,1.48,0.06,-0.11,-0.01
1677725954.7502396,-9.68,1.61,1.54,0.06,-0.13,0.01
1677725954.7710404,-9.82,1.58,1.49,0.05,-0.18,0.02
1677725954.7921183,-9.54,1.49,1.49,0.06,-0.13,-0.02
1677725954.825495,-9.79,1.49,1.46,0.06,-0.15,-0.02
1677725954.8495157,-9.51,1.52,1.47,0.07,-0.18,0.01
1677725954.8831031,-9.03,1.38,1.3,0.07,-0.12,0.03
1677725954.9072697,-9.28,1.59,1.37,0.08,-0.06,0.02
1677725954.932451,-9.4,1.58,1.33,0.04,-0.08,0.09
1677725954.9643211,-9.56,1.53,1.31,0.05,-0.08,0.09
1677725954.9877832,-9.53,1.52,1.36,0.05,-0.08,0.06
1677725955.0099814,-9.64,1.71,1.56,0.04,-0.1,0.05
1677725955.0304155,-9.33,1.64,1.57,0.04,-0.1,0.06
1677725955.0514412,-9.86,1.77,1.68,0.03,-0.09,0.05
1677725955.082584,-9.76,1.65,1.67,-0.01,-0.14,0.0
1677725955.105734,-9.61,1.2,1.45,-0.02,-0.17,0.02
1677725955.146324,-9.55,1.04,1.34,0.01,-0.17,0.02
1677725955.1732855,-9.67,1.14,1.35,0.02,-0.17,0.05
1677725955.19653,-9.62,1.38,1.47,0.06,-0.19,-0.01
1677725955.2194326,-9.1,1.41,1.46,0.08,-0.17,0.02
1677725955.2509403,-9.39,1.64,1.58,0.08,-0.15,0.02
1677725955.282572,-9.34,1.51,1.47,0.08,-0.15,0.01
1677725955.3063056,-9.59,1.62,1.56,0.08,-0.14,0.02
1677725955.3322566,-9.51,1.64,1.55,0.06,-0.12,0.02
1677725955.3537664,-9.76,1.61,1.53,0.05,-0.14,0.02
1677725955.3750758,-9.53,1.57,1.52,0.06,-0.14,0.01
1677725955.397221,-9.45,1.75,1.53,0.05,-0.13,0.02
1677725955.4225693,-9.54,1.49,1.35,0.02,-0.14,0.02
1677725955.447856,-9.53,1.38,1.31,0.03,-0.14,0.01
1677725955.4747574,-9.57,1.37,1.28,0.05,-0.12,0.02
1677725955.495411,-9.49,1.32,1.4,0.06,-0.14,0.04
1677725955.516902,-9.79,1.44,1.55,0.07,-0.15,-0.01
1677725955.5529108,-9.42,1.46,1.48,0.07,-0.16,-0.03
1677725955.581866,-9.38,1.3,1.41,0.08,-0.15,-0.03
1677725955.6097157,-9.09,1.28,1.33,0.12,-0.14,-0.04
1677725955.6313047,-9.45,1.59,1.48,0.13,-0.12,-0.05
1677725955.652762,-9.21,1.69,1.58,0.12,-0.13,-0.04
1677725955.6760788,-9.56,1.74,1.49,0.1,-0.11,-0.03
1677725955.7004142,-9.42,1.62,1.41,0.09,-0.09,-0.02
1677725955.733462,-9.48,1.61,1.42,0.1,-0.08,0.0
1677725955.7559824,-10.08,1.86,1.59,0.06,-0.12,0.01
1677725955.7827346,-9.64,1.49,1.39,0.04,-0.15,0.03
1677725955.8047345,-9.57,1.47,1.35,0.07,-0.13,0.03
1677725955.834613,-9.48,1.44,1.4,0.09,-0.13,0.04
1677725955.879715,-9.89,1.65,1.47,0.08,-0.16,0.04
1677725955.902575,-9.3,1.57,1.5,0.07,-0.16,0.02
1677725955.9298685,-9.4,1.58,1.46,0.06,-0.14,0.02
1677725955.9515207,-9.32,1.53,1.4,0.06,-0.14,0.03
1677725955.9726436,-9.64,1.6,1.47,0.05,-0.14,0.03
1677725955.9981244,-9.18,1.48,1.35,0.07,-0.13,0.02
1677725956.0212483,-9.59,1.46,1.44,0.06,-0.1,0.02
1677725956.046574,-9.8,1.7,1.47,0.07,-0.12,0.02
1677725956.077943,-9.71,1.58,1.56,0.08,-0.14,0.05
1677725956.1023183,-9.75,1.67,1.52,0.05,-0.16,0.03
1677725956.1258185,-9.62,1.51,1.53,0.06,-0.14,-0.01
1677725956.1577048,-9.1,1.38,1.43,0.08,-0.12,0.04
1677725956.184021,-9.49,1.47,1.45,0.07,-0.11,0.06
1677725956.210955,-9.46,1.4,1.41,0.07,-0.11,0.03
1677725956.2324235,-9.51,1.49,1.41,0.08,-0.1,0.04
1677725956.2587745,-9.7,1.66,1.12,0.04,-0.07,0.14
1677725956.282064,-10.03,1.28,1.04,-0.03,0.16,0.19
1677725956.3170629,-10.31,1.21,0.89,-0.06,0.3,0.1
1677725956.345889,-9.55,1.76,1.37,-0.17,0.94,0.05
1677725956.3847785,-5.97,-1.36,4.24,-0.31,3.57,0.47
1677725956.418707,-6.34,-3.81,6.25,0.15,4.36,0.33
1677725956.442387,-10.61,-4.97,11.35,1.43,4.36,-0.12
1677725956.468655,-19.61,2.22,12.37,2.16,3.35,-0.26
1677725956.5091062,-19.61,5.05,13.14,0.15,-4.36,-0.35
1677725956.5350242,-14.61,2.37,15.98,-0.34,-4.36,-0.69
1677725956.555527,-16.16,3.23,16.36,-0.45,-4.36,-0.83
1677725956.5772674,-12.88,2.73,18.34,-1.08,-4.36,-1.35
